overall_rank,tier,player_uuid,player_name,published_rating,raw_performance_index,eligible_course_count,best_course_score,thirtieth_course_score
1,EX,463ac650-c7f4-4839-8719-ebbf4a51731d,yukked0n,1307.359903576111,104.75060421874278,202,106.03735005452563,103.26713418884565
2,S+,75ea9ff7-90c1-4cd0-9455-b04adf700a1a,kouki711,1280.7826828082798,104.31029123883768,134,106.46559873949579,102.0475
3,S+,f98a08ef-70d1-4082-b1b9-b4b7fbbaf04e,cresc28,1250.2645279025214,103.81182402518736,162,106.32510178792707,102.03941122624096
4,S,5992da11-a4fe-4140-91ec-aa08ba24810b,Hopping_babaa,1239.7002055761443,103.64103315916238,158,107.45140144665461,101.62526446234274
5,S,bfb75c87-ae3e-434f-b8a2-9cf60882e866,Reimif,1214.644158704197,103.23954680351395,141,104.51365914786967,102.08766922373918
6,S,a61f7017-f780-4a6c-8b0c-461bd12602fc,Sasterisk24,1206.7198055157428,103.1136152424313,175,105.52674772036474,101.38100336308352
7,A+,2b29e3f5-5656-4e90-996b-f69ac8a05fff,Xx_Omochi_xX,1192.8095183482637,102.893762983194,135,105.98616600790514,101.27059812720961
8,A+,6e045cde-e21b-4cad-8308-b1bd53b38379,lolonya8,1189.8144932491502,102.84662693343346,141,105.65228174603175,101.06925770462269
9,A+,38418f95-eef8-466a-863c-4729571f8b39,Hopping_OreYANEN,1180.0383885166598,102.69326169626763,129,106.89467312348668,100.67367190144736
10,A+,109801dd-a044-425d-9de7-10236de5445f,grechan0126,1176.3506831652658,102.63560513610763,65,105.27016341591988,100.75192147946076
11,A+,c4cdc4a1-6026-4691-9a8e-cf227f10eded,sasas_,1170.2937722111678,102.54113803019928,115,105.49849939975991,100.68724017509265
12,A+,6916473f-9f5c-44f7-adbd-999795c02fd2,hobby9930,1159.9500956895158,102.38047561912455,38,105.41651469098277,100.59541707252608
13,A+,f86558b2-0776-45f9-a158-a519bcbca651,_Ekidona,1156.198295657746,102.32240733324413,191,105.82441661923734,100.67473919547695
14,A,a8e47fdd-b23b-421f-ab12-2031c934a6a2,kqnqsimi,1123.9279979473367,101.82745031082193,130,104.7975641869651,100.17597742764325
15,A,b19024f4-2211-4d31-a068-a40e9a3cf617,tewitewi,1120.5567594938368,101.77620581634686,165,104.50897279714266,99.98734627648645
16,A,2c3b56ae-d81c-4fa7-bfdb-2845aa766c57,yuio_123,1118.5618123484032,101.7459226684579,160,105.38913043478261,100.53989367345221
17,A,6198f611-cc03-487a-897d-86d377d9b7b5,AKAsen3714,1117.3999485790364,101.72829971055972,123,103.87720636565977,99.5213662911575
18,A,43399ca2-bdbc-4c7a-b83e-da7efe957507,zekaYANENsaikyou,1114.6103605159974,101.68602987928358,157,105.59234111895708,99.61548561686713
19,A,b3d6ca94-3f4c-4275-aadb-2011ee3fe724,sou53,1111.213144630923,101.63463318006868,115,103.83899105608016,99.76875959599924
20,A,3d386129-020e-49ef-9c43-087cbe950baa,kurotama414,1105.217376987731,101.54413773268953,189,103.18753582540829,100.20593517311546
21,A,f1ed67e2-63da-497d-b171-9d2a2c6b2034,megusurikirai,1103.5329874718097,101.51876415669066,86,105.42596073517126,99.3582087313097
22,B+,fe7e2f10-673a-4c92-a984-05a25a5c26e2,ERinZin,1096.5137016592805,101.41325819806997,117,103.41011552550015,98.97057266729814
23,B+,4ed7f7a3-c175-45ee-9c61-71e309d97a3a,kitakuyasan,1085.8922269877398,101.25431865244981,180,103.92195174033738,98.88354420031426
24,B+,3355e2e2-dde1-49ab-a1ea-feb3a943b54e,Haduki827,1079.889170150978,101.16486614711802,137,106.32147315855181,98.13841441756442
25,B+,351abfb1-471b-43f7-ad47-909c76077542,koburei,1066.8231546687553,100.97110492085883,103,103.72633417843629,98.86122763035868
26,B+,13a1aa2d-3b13-4ebe-b0a8-44dff9336b04,ASIRA_18,1059.707763922301,100.8661262417165,68,104.11139332007086,95.92784187070053
27,B,df9bfd57-bff7-44fa-937e-3495e6fdb183,xylophin,1049.3598533427485,100.71413027150219,116,104.21054599850412,97.5944769109778
28,B,09eae9ce-845a-4a57-a0bf-1ced6ef27f38,9News,1044.0622609227903,100.63662458616919,101,103.93337700540897,98.47601551601527
29,B,75ffe217-20ed-4852-a9e1-8fd44f2bbfd1,rurururuuururuu,1042.0588072186495,100.60736761705228,83,105.11395559853005,98.36966711627704
30,B,428396f9-d519-42b3-b16f-a4be8111656f,inabanntei,1025.0542234775949,100.36024040259632,116,104.22657455597265,98.32454303822479
31,B,09429d4d-8037-4d05-99e2-b6a6868fcb33,Ryukkun_,1015.9746652481905,100.2291596508069,100,103.19052310471015,98.41585897202695
32,B,8f243446-4d80-458d-9810-cd6e8ddfd5d7,yogariness,1014.4104924663612,100.20663890399597,133,102.56308526187563,98.54376078759415
33,B,c41fd0eb-3b01-468c-bb40-0f6386fd7af4,NoB1maru,1013.9406087136864,100.19987708212803,71,104.90384615384616,97.63783071661966
34,B,7f913d51-8e77-4c92-8a3e-6f0592b71adc,_Muse7,1011.437040521816,100.16387694481529,91,104.96734980912197,97.11722876874187
35,B,241c555b-f91e-4650-99c4-72815550d355,ChiiChan_,1005.1659968115723,100.07390340292861,136,102.11673677884616,98.22732652572192
36,B-,6fde48a1-e96a-4457-ba55-239d6e419135,shouryu123,997.8956199397937,99.95291210869705,110,103.45367659951684,98.0399012446388
37,B-,5cd51a2b-67c8-4927-9a7e-1338c3c0ab6a,As3na,997.7341722136432,99.94928188458069,42,103.82859078065826,95.41719784839856
38,B-,7b55693a-053b-45da-8fd5-1502c863605b,uhsg,996.8207044051429,99.92869458240978,96,101.92441848684588,97.7196895103113
39,B-,300618bb-7e05-4d8e-875a-f70ddcea55e3,So_su0141,995.1158237126857,99.89005372154608,97,102.83116040819442,97.26309981807275
40,B-,2c668cbd-dfb2-47d9-b510-633723cc2b66,nira_,993.6636276122595,99.85691576594574,66,103.17494130505183,95.06781665307584
41,B-,b08e7bdf-fe5c-4fa7-b16e-ef870fd9ffa9,TMK226,992.1524084778044,99.82221063626723,123,102.66870383482309,97.24926170524051
42,B-,73178c70-0d2d-48fa-bb1a-cc8f27909ffd,icicle36,988.1287409073869,99.7287013418789,164,103.140108910726,97.63978553652903
43,B-,e7767d1b-ba49-4d7c-808c-2d8ee1bb6de9,Nao_Nao7070,986.44114783087,99.68899881423616,95,102.71599448118918,97.05172264939971
44,B-,ff0affe9-a1a2-4ce8-ad42-a5dae3f13eb7,Kijibato_,979.8901774442288,99.53213006628778,104,103.84300067209462,97.10872455312271
45,B-,ddda277e-ca9a-4b98-94b2-ac5644be069e,ASIX920,976.8646047292534,99.45818175039506,93,102.73636123434173,96.77483347787303
46,B-,fc5433dd-308e-44e3-b3b2-1834f32b3091,hiro_myon,973.6083592355185,99.37751981663149,122,104.17450869236585,97.09128595393818
47,B-,68fb6d2b-c011-46f7-8bb1-c064138fac01,_Rucia,971.5846924358759,99.32682260092898,85,101.32682344278278,96.72191064366008
48,B-,de648083-0d76-437b-a2bf-c59c20eb36f9,cube_0111,969.929693812042,99.28503469913139,59,103.07548252561634,94.87363655637533
49,B-,a9d91c0a-6b98-4cf5-837d-9e434ceeff76,Yodai_524_GL,968.7842840095267,99.25594049642413,116,102.37924767030849,97.50333285417493
50,B-,84882870-b2c8-4ee7-8ddc-b8770db563b7,A9UA115,965.4807361597499,99.17122829487333,150,102.2095570353128,97.00598391608612
51,B-,20347723-ce6e-4e0a-ae86-384a20760ef3,TKD_,956.3852958135933,98.93174967446988,94,101.57854898301652,95.59697147167576
52,B-,9cca3872-c9d7-4a0f-92c2-3ccd1b8196c0,Koutun_,952.5829600973406,98.82886221496604,102,101.76289852705375,96.73418825572881
53,B-,7f0d11c9-af44-4141-9a30-2490d6b382aa,sukukuri4869,951.2706248658968,98.79296507959174,135,100.95485054842801,95.63648998744239
54,C+,df8a7a6d-60be-4709-8686-c999f1015408,lolo_dattamono,946.2217470024672,98.65298561062939,85,101.4547368771384,95.8303002769287
55,C+,2807a52d-2c4b-49cb-9092-0551db1de12b,akahana0512,937.8815665110357,98.41511449401736,79,101.42080945781245,95.51501528113349
56,C+,f8912c33-4775-470a-912a-71fc7b5dc33b,day5_226,937.8535379819511,98.41430090111244,58,103.42229266804668,91.44674038634568
57,C+,bc5a0cd1-6291-4876-bd68-cf9341924cbb,SYUN120919,935.7042212784838,98.35162512002763,131,101.88864775547991,96.81607682661678
58,C+,a7cfc2e9-bc40-4668-83bb-aeb1b0667935,Eel_Ken,931.3407565084711,98.22262637240746,63,102.13613093374263,91.31627010159569
59,C+,877a67a4-d4e7-4d18-8693-2de2df2da16f,NkNekosan,931.1968609491763,98.21833190372209,42,103.94958116844985,87.1789223350748
60,C+,3f66d011-784a-4658-bf35-a09fd6e2d41c,RE1ZAR,930.7213609956273,98.20412244434529,120,103.45367659951684,95.19135213988969
