overall_rank,tier,player_uuid,player_name,published_rating,raw_performance_index,eligible_course_count,best_course_score,thirtieth_course_score
1,EX,463ac650-c7f4-4839-8719-ebbf4a51731d,yukked0n,1305.5839494215488,104.72099967789485,199,105.99118404481287,103.32851441955182
2,S+,75ea9ff7-90c1-4cd0-9455-b04adf700a1a,kouki711,1281.137246347417,104.31612716145064,135,106.38784067085953,102.1448539689546
3,S+,f98a08ef-70d1-4082-b1b9-b4b7fbbaf04e,cresc28,1251.646344250244,103.83423023419166,161,106.26999871420438,102.06818538836474
4,S,5992da11-a4fe-4140-91ec-aa08ba24810b,Hopping_babaa,1238.8088799097661,103.62666450500872,157,107.3446474374105,101.54009896822335
5,S,bfb75c87-ae3e-434f-b8a2-9cf60882e866,Reimif,1211.0181773212373,103.1818616953041,141,104.48639031738611,101.98209088720532
6,S,a61f7017-f780-4a6c-8b0c-461bd12602fc,Sasterisk24,1202.7042601347246,103.04999198665169,174,105.46009746218594,101.48783383056139
7,A+,6e045cde-e21b-4cad-8308-b1bd53b38379,lolonya8,1188.545627739816,102.82667873726848,140,106.95359644283971,101.03813202660724
8,A+,2b29e3f5-5656-4e90-996b-f69ac8a05fff,Xx_Omochi_xX,1188.4566817526036,102.82528086847846,135,105.85798289379899,101.18315884419287
9,A+,109801dd-a044-425d-9de7-10236de5445f,grechan0126,1173.1968082181002,102.5863795871803,65,105.16679475918606,100.67548344227386
10,A+,38418f95-eef8-466a-863c-4729571f8b39,Hopping_OreYANEN,1173.0024055116799,102.58334790968249,128,106.85082458770614,100.49914870559373
11,A+,c4cdc4a1-6026-4691-9a8e-cf227f10eded,sasas_,1167.834871002261,102.50286957581683,114,105.31068169618894,100.45669077103811
12,A+,f86558b2-0776-45f9-a158-a519bcbca651,_Ekidona,1152.5721861045895,102.26638850929965,190,105.76013013901213,100.60427974595567
13,A,6916473f-9f5c-44f7-adbd-999795c02fd2,hobby9930,1142.7734978521105,102.11552171939847,35,105.41178323881537,99.93343939864575
14,A,a8e47fdd-b23b-421f-ab12-2031c934a6a2,kqnqsimi,1121.8040067721777,101.795154433078,129,104.80072463768116,100.1005236746425
15,A,b19024f4-2211-4d31-a068-a40e9a3cf617,tewitewi,1117.2214705908764,101.72559350162986,163,104.3496722992415,99.88014196626018
16,A,2c3b56ae-d81c-4fa7-bfdb-2845aa766c57,yuio_123,1111.3125743573796,101.63613620650271,157,105.39213800179556,100.39999081873843
17,A,b3d6ca94-3f4c-4275-aadb-2011ee3fe724,sou53,1110.4407987688812,101.62296060740739,113,104.56936156104955,99.68449058253276
18,A,43399ca2-bdbc-4c7a-b83e-da7efe957507,zekaYANENsaikyou,1109.2175169797683,101.60448229149898,157,105.43619791666667,99.59828934429186
19,B+,f1ed67e2-63da-497d-b171-9d2a2c6b2034,megusurikirai,1099.7206322176933,101.461414700642,86,105.33422956696614,99.22989573044414
20,B+,3d386129-020e-49ef-9c43-087cbe950baa,kurotama414,1098.6613628083103,101.44549966708536,186,103.10347817923177,100.09002933325083
21,B+,fe7e2f10-673a-4c92-a984-05a25a5c26e2,ERinZin,1094.70691800588,101.38616121141747,117,103.43213433443921,99.01396143351033
22,B+,6198f611-cc03-487a-897d-86d377d9b7b5,AKAsen3714,1084.0340413313463,101.22660047941025,120,103.83789017205748,98.94630730676018
23,B+,4ed7f7a3-c175-45ee-9c61-71e309d97a3a,kitakuyasan,1082.0788602173463,101.19746357832217,179,103.95528643592968,98.82146945556568
24,B+,3355e2e2-dde1-49ab-a1ea-feb3a943b54e,Haduki827,1075.2623015061315,101.09610573541406,137,106.21873426221254,98.04592929384225
25,B+,351abfb1-471b-43f7-ad47-909c76077542,koburei,1063.2452007099496,100.91826935602104,103,103.59163927872036,98.8693314372681
26,B+,13a1aa2d-3b13-4ebe-b0a8-44dff9336b04,ASIRA_18,1053.620405564035,100.77661505465748,68,104.07344437265881,95.44336908054869
27,B,09eae9ce-845a-4a57-a0bf-1ced6ef27f38,9News,1040.996896782719,100.59187232049224,101,103.9363430285172,98.75816451646183
28,B,75ffe217-20ed-4852-a9e1-8fd44f2bbfd1,rurururuuururuu,1036.920355152992,100.53246537006964,83,105.05948020234202,98.26405660516332
29,B,df9bfd57-bff7-44fa-937e-3495e6fdb183,xylophin,1019.8083191151584,100.28443192993716,114,103.76705029838023,97.159329695641
30,B,428396f9-d519-42b3-b16f-a4be8111656f,inabanntei,1019.6336796271725,100.28191169486628,114,104.06930599234339,98.26309053636328
31,B,09429d4d-8037-4d05-99e2-b6a6868fcb33,Ryukkun_,1013.5697250060434,100.19454105357163,98,103.09138299038197,98.48837087723713
32,B,c41fd0eb-3b01-468c-bb40-0f6386fd7af4,NoB1maru,1010.9476905459246,100.15684567923735,71,104.80208133818553,97.61514839261127
33,B,8f243446-4d80-458d-9810-cd6e8ddfd5d7,yogariness,1010.2575956009224,100.1469329689066,132,102.44204195267706,98.54959471976683
34,B,7f913d51-8e77-4c92-8a3e-6f0592b71adc,_Muse7,1006.8447655495838,100.09796131849119,91,104.91049208440512,97.05588992801307
35,B-,2c668cbd-dfb2-47d9-b510-633723cc2b66,nira_,999.0929063591816,99.97975505077926,65,103.1552462073057,95.00498939915387
36,B-,5cd51a2b-67c8-4927-9a7e-1338c3c0ab6a,As3na,996.4569204870792,99.9204732396145,42,103.72543606893954,95.46895537558835
37,B-,7b55693a-053b-45da-8fd5-1502c863605b,GenshinWaves_GOD,995.2541842904548,99.89320021750909,96,101.79206348331252,97.6147768206825
38,B-,241c555b-f91e-4650-99c4-72815550d355,ChiiChan_,994.2957789920711,99.87136638579005,132,101.89147926841213,97.96053948006751
39,B-,300618bb-7e05-4d8e-875a-f70ddcea55e3,So_su0141,990.7135359095436,99.78895689632544,96,102.77786807254009,97.19881899276105
40,B-,b08e7bdf-fe5c-4fa7-b16e-ef870fd9ffa9,TMK226,987.7986920009744,99.7209591605308,123,102.59137253026303,97.0298836956096
41,B-,73178c70-0d2d-48fa-bb1a-cc8f27909ffd,icicle36,986.1447859781166,99.68199685782051,162,103.09795786718655,97.5771090793804
42,B-,6fde48a1-e96a-4457-ba55-239d6e419135,shouryu123,984.0673508887251,99.6326640723091,104,103.20402273706817,97.3952230463483
43,B-,ff0affe9-a1a2-4ce8-ad42-a5dae3f13eb7,Kijibato_,977.7713370835612,99.48044376857285,103,103.82509926429267,96.99124849203449
44,B-,ddda277e-ca9a-4b98-94b2-ac5644be069e,ASIX920,974.1600476764085,99.3912649988456,93,102.63548061143858,96.69865418657484
45,B-,fc5433dd-308e-44e3-b3b2-1834f32b3091,hiro_myon,973.0362603380763,99.36323187690431,121,104.21526803802399,97.08692816638745
46,B-,de648083-0d76-437b-a2bf-c59c20eb36f9,cube_0111,971.5355367190274,99.3255856894734,59,102.904283633655,94.81179191220838
47,B-,68fb6d2b-c011-46f7-8bb1-c064138fac01,_Rucia,970.260735647215,99.29341695872628,86,101.15852891265477,96.65060548002488
48,B-,a9d91c0a-6b98-4cf5-837d-9e434ceeff76,Yodai_524_GL,965.9753819799106,99.18398839494884,115,102.15341109172425,97.4989597536159
49,B-,84882870-b2c8-4ee7-8ddc-b8770db563b7,A9UA115,962.1553898014374,99.08474537235149,147,102.11079150119087,96.8931977577427
50,B-,e7767d1b-ba49-4d7c-808c-2d8ee1bb6de9,Nao_Nao7070,960.4025754681197,99.03866494371967,91,102.55334632905347,96.1800240864523
51,B-,20347723-ce6e-4e0a-ae86-384a20760ef3,TKD_,954.6164132207413,98.88409175548158,92,101.45122280269192,95.5585892095655
52,B-,9cca3872-c9d7-4a0f-92c2-3ccd1b8196c0,Koutun_,951.2312362340211,98.79188457018385,102,101.74586572982957,96.65078282845364
53,C+,7f0d11c9-af44-4141-9a30-2490d6b382aa,sukukuri4869,949.556110554126,98.74576532118358,124,100.79499112270004,95.57463220862346
54,C+,df8a7a6d-60be-4709-8686-c999f1015408,lolo_dattamono,942.980532447333,98.56153585526565,85,101.355114728469,95.7603097902871
55,C+,2807a52d-2c4b-49cb-9092-0551db1de12b,akahana0512,936.0723762417733,98.36240110292016,79,101.35570590414291,95.41246954850483
56,C+,f8912c33-4775-470a-912a-71fc7b5dc33b,day5_226,935.4804808071748,98.3450680218462,58,103.32073850376568,91.4228929093732
57,C+,bc5a0cd1-6291-4876-bd68-cf9341924cbb,SYUN120919,934.0446332316797,98.30284081159236,131,101.84700815597712,96.71816401516938
58,C+,3f66d011-784a-4658-bf35-a09fd6e2d41c,RE1ZAR,929.8828718953024,98.17899646977166,120,103.22546995708835,95.75567305596651
59,C+,1aa2c27e-bdab-436a-b3cf-232b4be4c00f,syaruASKAMsave,924.9372805649194,98.02898610313258,52,101.49913088521272,93.82603604393945
60,C+,4b8f9ad1-7649-4ee3-b9c1-f091e5b37a3f,Nassy_74,921.89593589224,97.93517987372613,96,102.41502116486996,95.7193635859003
61,C+,a7cfc2e9-bc40-4668-83bb-aeb1b0667935,Eel_Ken,920.2963183811431,97.88536061005166,62,102.09890197600734,91.041143275231
62,C+,877a67a4-d4e7-4d18-8693-2de2df2da16f,NkNekosan,916.854907489687,97.7770437814551,41,103.84207725591459,87.16909261948541
63,C+,236f808a-d2b7-4e8b-bbc0-f06cbb2e24d8,Koala_no_Martin,915.7674091861822,97.74249033373898,116,103.21252520353062,94.99095434807819
64,C+,44a1dd0e-8174-4fc2-a15b-ce96aacf4947,__ruxy,907.9355532536232,97.48896626191751,51,101.63708725662069,89.69061549979737
65,C+,68b69467-ef66-40e8-83b0-cebb64fb3f67,hatosable0303,907.8530193819666,97.4862503178619,58,103.03342011193787,85.85996505915598
66,C+,4acecf3e-7d2f-417a-9a44-b0ab9911e644,Neko_sikakatan,904.9548468959385,97.39028705712239,54,100.6542136715144,93.46727399343081
67,C+,17552921-f1a1-4fc4-ac48-8e6faaf2d43a,itsun_,904.4185048769885,97.37240088689084,55,101.97433113479926,91.81599931952623
68,C+,bf0bac4c-f749-45d1-b0b0-9dafd1af6547,GoodMarlin26904,902.3671084163558,97.30362154867237,61,100.72777823787848,92.15317241695784
69,C+,51ba0273-d474-4dc2-8ad3-43654215a5ec,RiRin_baryu,901.9236974314751,97.28867777096757,67,102.85555981004548,89.96801099760657
70,C+,bcb8753b-4e60-449a-80d7-cce209f7af86,LuN4q7,900.6551736914271,97.2457741631003,111,100.23187524882026,94.88204160198131
71,C+,57bf70b3-8601-4a32-81d3-b9359f186728,ruhuchii,900.0006567546286,97.22354895137627,77,101.7012566295672,94.38624792039272
72,C,99ddb174-a6e0-4fc8-a30c-e9088463a8d0,sekiruto314,896.5661983353839,97.10593401744215,96,99.84449991175607,92.98956051144656
73,C,f28abeda-0443-476d-9d6b-a3e20b9caaa1,hikariYANEN,895.4985974040711,97.0690317183585,119,100.18382938837911,93.42376939536987
74,C,83a9f0a1-fd73-4edc-ab41-9d04c51d7522,seraaaa,892.6003825766965,96.96802857774183,63,102.29808808240705,92.41206470767375
75,C,9885f7cd-bb0b-49b0-9778-11a123e49936,Sanagikun,888.95001219982,96.83908202442456,38,102.49557210889147,86.86876455267002
76,C,72914737-e6ff-4034-b9f2-c0c0543ab520,Anthem_0976,886.945376741265,96.7674405637441,56,100.93188837497402,93.60038226528974
77,C,f378b37a-b6c5-4fc6-83d5-f985ed93b363,wqtt1,885.9130364218589,96.73031570280827,57,102.23437838225072,89.88486183053185
78,C,14065a1e-1f1e-41c5-a955-94c4d22249f9,Awa9999,885.362536989372,96.71045419891472,47,105.56503772906936,85.37673774737307
79,C,267c9c18-bfe7-4288-8480-7c3228c24a59,Cr1bocchi,884.2014007435131,96.66841382316765,47,102.27530454921943,89.51614893232805
80,C,790dbe47-c394-44ea-9099-b7cd7e9b7e92,No_Image___,883.4377486919715,96.64065531956733,68,103.06694210301788,92.6313622709747
81,C,86b0cd05-354c-46ee-ba3f-b46b5ec100af,somito116,881.3242209139241,96.56337392299166,94,100.73023520747152,94.0279682912822
82,C,7096fe7f-0987-4af5-a213-a2de8dcaef20,sensen_liil,879.4194112618082,96.4931479044269,65,100.54774959141422,92.83710462175108
83,C,535b12a3-f0c4-4013-8a1f-322cff01059d,Natting0621,878.6009879216657,96.4628056765082,42,102.26365859102194,87.77839596163098
84,C,128b0bbf-daff-4910-9981-4ea8338ace9d,moat_ko,876.7023669125031,96.39202331977489,61,101.74669366958324,91.7603076885163
85,C,552b93c9-e83e-4d46-a1cf-d9352cb556ea,k8w,875.2047633226555,96.33580196463407,43,102.83598444680099,87.43797490883645
86,C,edc67187-206e-49d5-96e0-9faa93d1b780,Raigurii,874.5325970511471,96.31045608358882,130,101.10271217953223,92.62526776044565
87,C,6832e8ff-3711-4f78-9127-e7c600790b0c,December9th,873.0578956465197,96.2546038602949,58,99.94601338311834,89.96586547780578
88,C,2353ffcf-7cf4-41f0-92c9-6f69debcaddd,eexy,872.1613030557351,96.22048187718886,36,102.5940927519774,89.60060181901892
89,C,4b95576d-ed59-4047-be98-95a3fd000183,KAWADAREOGAMING,871.0696914578242,96.17876904884565,80,99.10431967214645,91.21425479999644
90,C,51a4967c-bc72-4a74-a05d-3e1315340d06,zen_1214,865.5686714224441,95.96571551729765,57,100.48172760525593,91.12620393272013
91,C,82a3d2b9-f872-4e9e-a0d0-6de1b588a29a,BioCoke,864.0629467427566,95.90656275252792,40,100.32854237962503,87.58257947539968
92,C,4c26984f-4500-404f-95eb-2dd1ed7359f3,nitorinbear,863.619087730168,95.88905644906254,37,100.69488860450427,83.17897977572242
93,C,23e69c65-04ba-45cb-b122-6ce22a1f0bbd,HouKai_StarRail,860.9429692651665,95.78283607707685,32,103.35452134252634,61.72516883130534
94,C,00e91ce7-fb26-4eb3-940f-5d708d7eccda,12Nn,854.2878221040334,95.51363103214562,45,100.26288736990338,87.71014746228069
95,C,1d19c9c3-abab-430f-81f8-7e973315e49f,paku2444_tori,850.933238102585,95.37516558105223,47,100.36410903610259,84.74360203841259
96,C-,aa72b302-e307-439a-b38e-08db49180cf0,Tat_tata33,849.1337519685474,95.30011351675947,84,101.04967948717949,88.47754927786461
97,C-,9687e1df-7566-4da9-89fb-f025d4d9bd99,daisy_10000yen,848.7320273453699,95.28328417072855,64,100.37696574666828,89.13497410553174
98,C-,9e238024-3e8c-46f7-bd40-e7fb56aef0d5,Torn8193,845.4494917182499,95.14474563848891,38,99.24494283954824,81.52725584832389
99,C-,7c029a20-fc7d-4dc2-8d81-b08a560276a2,zacky_Rollo_,845.023308052373,95.12662419966686,36,101.02818521964447,81.58546034593049
100,C-,e3e3ff7e-e22b-4835-abe6-0e7dc4d47819,reinn_sp,838.9387226181029,94.8644982425309,62,102.88145572340055,82.23463577112645
101,C-,b1961f10-fb62-4e66-b134-309a32686929,Yamichandayo,838.4206798251132,94.84188421797047,54,99.80835388266938,89.16551669357361
102,C-,25845cc1-7115-4a6c-9ae5-c8882e76fb3a,GabuttoTukareta,837.3925077798839,94.79686259452964,41,101.75465446233095,83.34839720555809
103,C-,40425484-3571-46f0-946a-02ea6076ecb8,kavryu0128,835.3767145902375,94.70805627323442,67,98.84479482985704,87.69325224490143
104,C-,1a39fab2-df63-43bc-8b7e-739fe00f9c88,zundine,830.2663262077654,94.4796902487862,56,101.42474629270437,84.31234166735044
105,C-,31eeb86e-dcd2-4ee2-b2bf-f585120ec8c0,TakeshimaYANEN,829.5676343920602,94.4481053489314,69,101.63970534208616,87.64103063810761
106,C-,37541c5a-512f-4c01-b55c-90d7d251e606,nmyr_,829.0761973433682,94.42583692750809,65,101.55382831003472,85.74285012130588
107,C-,145e9bfc-28f7-4649-a645-5327ad781b59,Linism,823.5906168771393,94.17429731029351,46,100.03177927415436,78.21567917909807
108,C-,5d92e2fc-af6f-4ca0-bf25-26109543580c,K_HiYoKo,823.4657797425725,94.16850902484644,42,101.95955697491614,70.04991345667192
109,C-,dea8c23c-1389-44a1-a55e-2f9ef843bb1e,Kanikuro_,821.3264992119855,94.06887188862842,63,101.04266564130053,87.18739625169137
110,C-,7661341d-57b7-45bf-a093-acb5a0372eff,paaaaaaaaaaaaaaa,815.0964140339402,93.773862088708,58,100.72467686632261,83.51439225853309
111,C-,39d09d76-b77a-4584-af7b-dc43fb80540e,Rosetainly,813.4195831375633,93.69321512040989,42,101.01773946248808,73.55564641608842
112,C-,b482e3ec-1cc8-48e5-92cd-c1a07465f1ef,rasufilutu,813.2086064303912,93.6830304991488,71,99.70107551938365,84.35377960422407
113,C-,5fb586ce-5e63-48dd-8dd9-b3697bfd96c8,todaxler,812.2136488171799,93.63488624303073,84,97.99471196485997,89.27180851045638
114,C-,f9ccfe51-a574-4a9d-be36-fc8514934393,Eleine1,810.7764797942119,93.56501112947899,81,100.30982397744597,87.7158671084398
115,C-,ef99ef7f-4520-4230-92d1-be69f6cdd674,krytane,808.334420755134,93.4453710361166,70,98.45116399742747,87.55649445911972
116,C-,1afaaa20-c0e2-4836-a1fa-2e4e8a9520b9,paeria1234,807.7796703269785,93.41803302437715,46,100.43185064476866,80.5009986903294
117,C-,798f954d-ce45-4aa4-b11e-bf209294ae0c,JOB_NARUTO,803.5688660555737,93.2085796680906,51,100.84352736820126,80.55976699624426
118,C-,75dca7b7-dcbf-4dbc-bd32-707ac453d38c,IBUTANDS,803.4946145560882,93.2048552522344,40,99.8287672840059,83.6917557821418
119,C-,4c9c006f-d416-468f-829e-7eb3dc02b691,__2b,802.9851379301757,93.17927104739277,50,103.03791216490212,78.15659740270782
120,D+,86469f76-58e3-44f9-a40e-6c978082864b,YUUKI_GM,799.4276058708261,92.99920052625197,39,100.29078611677238,77.50336123800288
121,D+,99db464c-5b49-41f0-93a9-98694ca53158,rikuk1ti,797.480710282029,92.89959433812446,39,100.35780612860069,72.97200954968305
122,D+,7437e5ff-add9-414d-9256-a74b43bd15d2,mochimochi_cfc,797.3368040787667,92.89220191726848,53,98.69401393149474,82.98534372594484
123,D+,9b386970-82e5-42a7-b025-9f8172820fc9,Soborogohan_88,795.0012338571881,92.77164511563036,35,98.87932302079051,73.79478407796262
124,D+,bc357a15-00d6-4820-a53f-05060efdb911,PASUTASUPAGETTHI,787.0031841551562,92.35044792164726,42,99.15225561833874,76.11517561133684
125,D+,7cc4e8f0-76e7-4432-aad2-ef8dae4fbc75,zacky_Rollo,786.531225698679,92.32518477779132,36,100.70574639251473,69.7062161616703
126,D+,4f9fcaa5-8632-46a2-bcdc-d274a7971f10,Latvia,782.8357912854507,92.12578064072491,95,100.42550999381825,84.66389218779416
127,D+,95dead0b-0cf8-4dfb-99b4-a8f93e1d5a71,lloaro_box,780.8233242571208,92.01599259282897,40,100.11484444505516,73.64193500766574
128,D+,ad0b9328-7eee-4792-b2a0-4beced9a86c5,kinopio99,776.5736657699196,91.78135813457119,45,99.65772874975909,76.10805927320412
129,D+,7a84153f-12ae-44e2-91a8-33183a9a2ba2,inazumabeita,774.2576260356681,91.65187081125805,57,98.36947487589376,83.20405483765182
130,D+,b045075d-59d9-4447-b7a1-f99f7482e0fe,motimoti234,774.1304917088366,91.64472970342116,46,100.26291668215323,76.09713487689388
131,D+,cb521305-bd60-4fc1-a6f3-c59ee89e678d,syouyu1223,773.9223791825614,91.63303259922218,49,100.01997628128225,75.34259844089193
132,D+,4b8b8fa2-6e45-4921-a8b1-4ba5364b994c,L0_0K,771.37636801609,91.48917962882751,72,100.18700439739813,82.19237338341954
133,D+,8a680062-5b69-45c1-89cf-18e190808ba0,singeki_suru_G,771.2375603228563,91.48129669463518,46,97.57387808436198,74.33496551445789
134,D+,e3276f2b-9ff3-4504-b1a2-91a8552f5add,karibaru,769.2283236886428,91.36672476755865,39,100.71006225426471,71.61865042677559
135,D+,d48f4c32-b2f0-4aa1-807c-ae4bd41c3c4a,yuusanYANEN,769.2176388957879,91.36611315392769,32,98.6258142811638,53.629136116609985
136,D+,835aa738-802a-4bb4-ba01-4e2625cfb80f,hydebean,767.8536721571713,91.28783379496599,55,100.01456282513463,77.80612898869097
137,D+,f52262bc-f62a-48e9-ad68-655075047179,suika537,767.4219946351847,91.26297498748268,37,101.96241469488031,69.17474748590705
138,D+,c62a0491-cede-4d70-82dd-303109d5213d,00LD,763.2999201718076,91.0235430543219,32,100.29628949332938,58.46141018512808
139,D+,0281628d-3478-4b6e-af1d-fe990fa426d0,LowJump,761.1617309469206,90.89787014667714,41,101.05897081277449,68.3372556271101
140,D+,be058f84-62b7-4784-8ca2-271e504ab941,haqobox,758.9153697375212,90.76474487117152,38,98.28849197777208,68.49297830136213
141,D+,0c011835-e939-42bd-a9c4-b3e98bba858c,yuupoccha,758.6455162715381,90.74867685695591,34,103.3646800195408,62.595671193425105
142,D+,bbb8168c-4358-4993-bd2b-fef092fd700f,ERROR404nf,758.4009391295657,90.73409980332364,54,95.44561685464558,83.99821860886593
143,D+,8175f074-3dcb-4d3b-b1af-3eb9bff7114f,unkly,757.5778224759046,90.68494271947036,49,98.5169482680093,80.01528271252502
144,D+,fe38964c-f460-4428-870e-76585d544c4e,Akasyo000,757.4624319029998,90.6780393689031,33,99.24306716833891,74.36154547504863
145,D+,08a4a642-bb02-4104-96c1-2b1c0d452a3d,knack5_,756.3672193799852,90.61236823440562,35,100.9796020726461,70.05029112877068
146,D,2c6414ff-7f90-4940-933b-9a8ac64726fa,SHOVEL_YELLOW,745.5360330954602,89.94822799122078,47,96.8005399035818,73.2110121360371
147,D,47d330e9-e4d9-44a2-981e-039ec607ea52,inowaYANEN,745.0909236515873,89.92035810351777,32,101.67405166640975,55.47247310203449
148,D,e1b52a4e-225a-4c94-97a5-87ac09560f4b,FalsehoodUrsidae,738.7634190943561,89.51916565161308,42,101.33232450123737,69.6229104370184
149,D,36b9d80e-b9e5-4159-8aa9-93d4c95730bd,SHOVEL_GREEN,738.2213086554335,89.48435561284555,75,97.31592396871619,78.07315987795342
150,D,70e73c2d-f036-46c9-8bb0-219e3888e020,F_OX,736.2064869364967,89.35436933147648,43,101.50352996182258,76.67741794648701
151,D,907ea495-e3e9-42d5-b261-ff4e1209f312,Leng_Chong,730.0929739930946,88.95402333466873,41,98.48169145109802,72.06216064850761
152,D,c26539f1-dcef-433a-977f-95d2004dc02d,nananananananase,722.0897693871552,88.41625299185039,36,98.0033642944138,61.65655400876492
153,D,324ff190-2273-4fe6-ab93-759732e7f284,sazanami08,721.9742611949016,88.40837658493366,44,97.97929650277995,68.34225503378974
154,D,4188660a-4381-4034-92cf-3758cc4e5d62,Woag13,721.520020608212,88.37737036003247,42,101.25651604135788,59.23805958528962
155,D,0ae35236-579d-45b8-a4f8-0722e96f554a,purinto,718.9063297320787,88.19796896644095,41,104.38257423287281,55.19046528599022
156,D,d7100755-4bc8-4723-acf9-ab77bb908c8d,snow__Oyuki,711.1076378038031,87.65253551619512,40,99.19438257902966,66.82559072692804
157,D,954d9958-94ae-44da-a115-9d6e6520034c,ClickTukareta,710.4950931519505,87.6090456516747,34,102.17994147270251,45.78908358004037
158,E,25d5cfab-eb55-4d9a-af66-ccc95b498b17,rasuyan,699.4686989411842,86.80976764707495,51,103.54478719669635,59.87047088759241
159,E,74171046-315f-4da4-a8d1-f12693139424,Flap_T,691.657241597409,86.22442235406065,38,98.2324819415305,53.21359122014472
160,E,17866e79-adeb-489d-857d-1c54186d64f6,orangesan1114,686.646224443849,85.84043059390909,34,99.34277045422239,56.06593772784811
161,E,1d128d6e-ab70-472d-897f-6776fc9624e0,yamadaYANEN,682.7183511965562,85.53474073083592,33,96.64906579850906,52.43099302438083
162,E,47eee383-c807-46aa-ae00-a69b77b3a16c,Buu_sakurasawa,668.5308745782155,84.39563294026752,30,100.03499521415748,42.082432520817434
163,E,cd1ec056-36df-4a84-a6cc-0e6a7252b92c,Kiritani_Ryo,660.4976961501345,83.72594543096777,32,103.33293479764194,18.94079079072454
164,E,62cc9e0d-1e64-45ac-9d31-0ca362ff428e,M_Cookie,658.9903616009414,83.59826532231334,54,100.594396923697,64.46073261804312
165,E,60c80c4e-558d-43cb-b42a-b9ceea407e20,rinkun2570,649.337373491285,82.76528391490332,35,99.28863181267059,50.9881033707957
166,E,3da2a6df-0a16-41f8-97a6-c19d728caa2f,TMKYANEN,642.6656707919095,82.17391945802173,30,100.10888587545084,29.610633223515713
167,E,edc5fd12-7ed6-4a0f-b281-b52500baa4b6,Hikakin_Clip_TV,634.4936190122019,81.43190431013798,36,101.42924685848388,38.18768880457046
168,E,08e3c5c1-29b7-4b7a-bdc2-a3be005ee5fe,yomogi_mt,617.6695133247872,79.84206502385986,32,98.45240178821327,36.42792300399879
169,E,f1ef8777-913f-4a29-8dc7-93350b4d751e,AION3,577.8713630219034,75.73858712658475,41,98.82563548981057,34.91370342668249
170,E,08ca8973-6ec0-474d-9111-584c22cf922c,kuro_satou1631,555.4818337616484,73.21321183080791,31,100.15233629335353,33.432872105454194
171,E,885187c6-2db1-4d4d-97e3-aecc5d741263,taichies,552.9678510897417,72.91978417080935,36,101.29405034324944,40.95000862374404
172,E,e77c7109-201b-4cd8-940c-429abe529a17,mohumohu2949,540.807491282224,71.47225192060515,35,101.7541831604807,38.36085291921081
173,E,7e4a7793-dee7-4c67-9592-fa524a1b62a8,NaMaNaMa_,530.2520066904028,70.1778882318498,34,92.858016955311,37.52893306782355
174,E,8ed7ed4f-f9ba-4735-81e6-4d9d9413ab95,Utuyuu06s,519.5165950611872,68.825461217306,30,98.62817001977115,29.30650983244495
