overall_rank,tier,player_uuid,player_name,published_rating,raw_performance_index,eligible_course_count,best_course_score,thirtieth_course_score
1,EX,463ac650-c7f4-4839-8719-ebbf4a51731d,yukked0n,1310.4462419704287,104.80211458907709,204,106.09403816144135,103.31042152382597
2,S+,75ea9ff7-90c1-4cd0-9455-b04adf700a1a,kouki711,1282.4354003078656,104.33750286236221,136,106.49909420289856,102.0309872968429
3,S+,f98a08ef-70d1-4082-b1b9-b4b7fbbaf04e,cresc28,1251.850641789387,103.83754423902026,162,106.41861063464837,102.03364833484828
4,S,5992da11-a4fe-4140-91ec-aa08ba24810b,Hopping_babaa,1240.3828811715805,103.65204258997002,158,107.44787661915183,101.6524053834135
5,S,bfb75c87-ae3e-434f-b8a2-9cf60882e866,Reimif,1214.1361481739245,103.23145864005363,149,104.56562439214161,102.04448710966147
6,S,a61f7017-f780-4a6c-8b0c-461bd12602fc,Sasterisk24,1207.7263500696624,103.12958325455313,175,105.6072379237454,101.36462016078025
7,A+,2b29e3f5-5656-4e90-996b-f69ac8a05fff,Xx_Omochi_xX,1190.161373811142,102.85208255301782,135,105.97715501294857,101.21488366047348
8,A+,6e045cde-e21b-4cad-8308-b1bd53b38379,lolonya8,1187.3601014837748,102.80805221771722,141,105.14140124632164,101.11322560805246
9,A+,38418f95-eef8-466a-863c-4729571f8b39,Hopping_OreYANEN,1179.4082487405844,102.68340201524812,129,106.9256799394207,100.66411737869888
10,A+,109801dd-a044-425d-9de7-10236de5445f,grechan0126,1175.960042848347,102.62950380472795,65,105.33181818181818,100.41148311032076
11,A+,c4cdc4a1-6026-4691-9a8e-cf227f10eded,sasas_,1172.110789169679,102.5694470967787,114,105.54371978793075,100.60678930671543
12,A+,6916473f-9f5c-44f7-adbd-999795c02fd2,hobby9930,1165.8454928802796,102.4719430217926,39,105.44662676391312,100.65485383208976
13,A+,f86558b2-0776-45f9-a158-a519bcbca651,_Ekidona,1156.3714269006828,102.32508455084685,196,105.84933516565147,100.64477393556427
14,A,6198f611-cc03-487a-897d-86d377d9b7b5,AKAsen3714,1130.3913436860657,101.92594044003383,125,103.9178894059441,99.69959151343926
15,A,a8e47fdd-b23b-421f-ab12-2031c934a6a2,kqnqsimi,1124.8223829803,101.84106004396534,137,104.8403730703259,100.21521089827456
16,A,b19024f4-2211-4d31-a068-a40e9a3cf617,tewitewi,1120.548399258606,101.77607884496872,166,104.56133293039733,99.96637740238815
17,A,2c3b56ae-d81c-4fa7-bfdb-2845aa766c57,yuio_123,1119.5350149857084,101.76069200205382,162,105.43410337042411,100.46785066489903
