difficulty_rank,course_name,category,ranking_row_count,unique_players,rank1_time_ms,rank2_time_ms,rank10_time_ms,rank2to5_median_time_ms,rank1_to_rank2to5_median_percent_gap,rank2_to_rank10_percent_spread,first_place_outlierness_raw,top_density_spread_raw,first_place_outlierness,top_density,first_place_difficulty,difficulty_multiplier
1,図書館戦争,normal,100,100,87498,90551,92202,90667.0,3.6217970696473145,1.8232819074333717,0.03557751813223461,0.01806859441050007,0.6754807692307693,0.8245192307692308,0.7425958456607495,1.074259584566075
2,Metalic Gear,normal,100,100,101750,104156,106254,104865.5,3.0619164619164696,2.014286262913312,0.030159752333079572,0.019942678889608347,0.6033653846153846,0.8004807692307692,0.6880844968387776,1.0688084496838777
3,手が疲れる奴,matataki,100,100,28849,29747,30551,29825.5,3.384866026552036,2.7027935590143493,0.03328840199449857,0.026669131735330788,0.6370192307692307,0.7139423076923077,0.6732907883931016,1.0673290788393102
4,Athletic Memory,normal,100,100,177851,182851,188688,183450.0,3.1481408594834948,3.192216613526866,0.030996029706862483,0.031423243803547364,0.6177884615384616,0.6610576923076923,0.638691078658184,1.0638691078658185
5,飛び水,matataki,100,100,22563,23023,23639,23231.0,2.960599211097814,2.6755852842809347,0.029176197126451996,0.02640417419651071,0.5745192307692307,0.71875,0.6385920074349442,1.0638592007434944
6,Stare,normal,100,100,91649,92705,95276,94228.0,2.8139968793985837,2.7733131977778935,0.027751314178913182,0.027355534087851317,0.5649038461538461,0.7043269230769231,0.6269576777389279,1.0626957677738929
7,Escape from U.L.,normal,100,100,439868,442958,461008,455854.0,3.634272099811753,4.074878430912188,0.035697900905385674,0.03994043900110233,0.6802884615384616,0.5793269230769231,0.625761523781562,1.0625761523781563
8,Viola,normal,100,100,83647,85147,88698,86653.0,3.5936734132724357,4.170434660058486,0.03530607453314406,0.04085816660259894,0.6706730769230769,0.5600961538461539,0.6104172926682692,1.0610417292668268
9,散歩道,normal,100,100,46686,47310,48525,47838.5,2.4686201430835775,2.5681674064679694,0.024386420772914946,0.02535743941201717,0.5072115384615384,0.7331730769230769,0.5996105396541442,1.0599610539654145
10,Colorless_Planet,normal,100,100,102551,103357,107850,106106.0,3.4665678540433564,4.347068897123552,0.03407835863349574,0.042552357989902145,0.6466346153846154,0.5456730769230769,0.5918792648883374,1.0591879264888338
11,カイﾀﾞﾝﾀﾞﾝ,matataki,100,100,16553,18634,19756,19439.0,17.434906059324582,6.021251475796929,0.16071400310194728,0.0584693736501452,0.9447115384615384,0.42067307692307687,0.5821285888407366,1.0582128588840736
12,蜘蛛の巣,matataki,100,100,12005,12203,12504,12276.0,2.2573927530195714,2.466606572154384,0.02232290708427316,0.024366769969472974,0.4735576923076923,0.7427884615384616,0.5783767862572211,1.0578376786257222
13,Liar Truth,other,100,100,28400,28949,29800,29078.5,2.3890845070422495,2.939652492314071,0.023609924324578,0.02897273240328907,0.49759615384615385,0.6850961538461539,0.5764833489681052,1.0576483348968104
14,Elementary_course,normal,100,100,93849,94856,97265,95903.5,2.1891549190721227,2.539639031795571,0.021655369899044423,0.02507926009401101,0.4543269230769231,0.7379807692307692,0.5624127636476426,1.0562412763647642
15,Electronic Escape,normal,100,100,98251,99750,105094,102226.0,4.045760348495175,5.357393483709272,0.03966061973110799,0.05218813199616779,0.6995192307692307,0.4639423076923077,0.5578810394151303,1.0557881039415131
16,Happy Flavor!,normal,100,100,95850,97152,99654,97855.0,2.091810119979143,2.5753458498023685,0.020702321665279043,0.0254274240118067,0.4495192307692308,0.7283653846153846,0.5559360282574568,1.0555936028257458
17,BigBiome,normal,100,100,503594,511324,520639,513429.0,1.952962108365064,1.821741205184968,0.01934136513079928,0.018053463156861908,0.41586538461538464,0.8293269230769231,0.5539519602019602,1.055395196020196
18,八の字,matataki,100,100,19250,19899,20999,20125.5,4.5480519480519455,5.527915975677167,0.04447660698270575,0.05380533833045245,0.71875,0.4495192307692307,0.5531121399176954,1.0553112139917695
19,daydream planet,normal,100,100,66498,67598,69402,67878.5,2.0760022857830407,2.668718009408555,0.02054747028061246,0.026337288728885945,0.44471153846153844,0.7235576923076923,0.5508566793289015,1.0550856679328902
20,Title,normal,100,100,37549,38814,41003,39350.0,4.796399371487925,5.639717627660112,0.0468492281663395,0.05486422846926423,0.7283653846153846,0.43990384615384615,0.5485220797720797,1.054852207977208
21,ヒューストン,matataki,100,100,12675,12894,13298,12957.5,2.2287968441814687,3.13324026679076,0.022043221604477792,0.030851561091834845,0.4639423076923077,0.6706730769230769,0.548474168839635,1.0548474168839634
22,はしご邪魔やねん,matataki,100,100,22150,22203,23024,22672.5,2.3589164785553063,3.6976985092104675,0.023315239848441128,0.036309735261572974,0.49278846153846156,0.6129807692307692,0.5463524247491638,1.0546352424749164
23,Country Messenger,normal,100,100,80948,82227,86650,83803.5,3.5275732569056695,5.37901176012745,0.03466779951622996,0.05239330087972162,0.65625,0.4591346153846154,0.5402747844827587,1.054027478448276
24,Neophyte Biome,normal,100,100,397451,398102,413097,406509.0,2.27902307454253,3.7666226243525447,0.022534412908466635,0.03697417835522135,0.4879807692307692,0.5985576923076923,0.5376425289312458,1.0537642528931246
25,パラレルバイオーム,normal,100,100,217552,219807,229800,223627.0,2.792435831433404,4.546261038092503,0.027541582919439044,0.0444594768184855,0.5600961538461539,0.5168269230769231,0.5375922905219781,1.0537592290521978
26,自然の中を駆け抜ける,normal,100,100,69800,71557,74959,71875.0,2.9727793696274984,4.754251855164404,0.029294489349187637,0.046446962493146386,0.5841346153846154,0.49759615384615385,0.5374038461538463,1.0537403846153846
27,GABA3,normal,100,100,112090,113660,119253,115590.5,3.1229369256847272,4.920816470174194,0.030751652897521825,0.0480357508157416,0.6129807692307693,0.4783653846153846,0.5373708065062691,1.053737080650627
28,Neotech Android,normal,100,100,109300,109954,115112,112429.0,2.862763037511429,4.691052622005576,0.028225516116423016,0.04584347094928297,0.5697115384615384,0.5072115384615384,0.5366479223901098,1.053664792239011
29,miniascape of sea,normal,100,100,270843,274554,286901,278236.5,2.72981025907999,4.4971116793053545,0.026932154251905777,0.04398924560231353,0.5504807692307693,0.5216346153846154,0.5356696274577442,1.0535669627457744
30,Annus novus,normal,100,100,91306,91446,95245,93529.0,2.434670229776792,4.1543643243006745,0.02405504577590367,0.04070388505889377,0.5024038461538461,0.5697115384615384,0.5339448947913074,1.0533944894791307
31,Winter World,normal,100,100,58454,58548,60749,59783.0,2.273582646183314,3.759308601489386,0.02248121946865364,0.0369036905581255,0.47836538461538464,0.6033653846153846,0.5336431623931625,1.0533643162393163
32,5thタワー,kuwaty,100,100,60995,62231,65323,62875.5,3.083039593409298,4.968584788931563,0.030364687073865443,0.048490926916064464,0.6081730769230769,0.4735576923076923,0.5324893162393162,1.0532489316239315
