difficulty_rank,course_name,category,ranking_row_count,unique_players,rank1_time_ms,rank2_time_ms,rank10_time_ms,rank2to5_median_time_ms,rank1_to_rank2to5_median_percent_gap,rank2_to_rank10_percent_spread,first_place_outlierness_raw,top_density_spread_raw,first_place_outlierness,top_density,first_place_difficulty,difficulty_multiplier
1,図書館戦争,normal,100,100,87498,90551,92202,90667.0,3.6217970696473145,1.8232819074333717,0.03557751813223461,0.01806859441050007,0.6768867924528302,0.8278301886792453,0.7447876619151831,1.0744787661915183
2,Metalic Gear,normal,100,100,101750,104156,106254,104865.5,3.0619164619164696,2.014286262913312,0.030159752333079572,0.019942678889608347,0.6108490566037735,0.8042452830188679,0.6943317610062892,1.0694331761006288
3,Athletic Memory,normal,100,100,177851,182851,188688,183450.0,3.1481408594834948,3.192216613526866,0.030996029706862483,0.031423243803547364,0.625,0.6768867924528301,0.649909420289855,1.0649909420289856
4,飛び水,matataki,100,100,22563,23023,23639,23231.0,2.960599211097814,2.6755852842809347,0.029176197126451996,0.02640417419651071,0.5872641509433962,0.7240566037735849,0.6485255192072756,1.0648525519207275
5,Stare,normal,100,100,91649,92705,95276,94228.0,2.8139968793985837,2.7733131977778935,0.027751314178913182,0.027355534087851317,0.5731132075471698,0.7146226415094339,0.6360926809040015,1.0636092680904001
6,Escape from U.L.,normal,100,100,439868,442958,461008,455854.0,3.634272099811753,4.074878430912188,0.035697900905385674,0.03994043900110233,0.6816037735849056,0.5919811320754718,0.6336390635918938,1.0633639063591893
7,Viola,normal,100,100,83647,85147,88698,86653.0,3.5936734132724357,4.170434660058486,0.03530607453314406,0.04085816660259894,0.6721698113207547,0.5778301886792453,0.621440014239943,1.0621440014239942
8,散歩道,normal,100,100,46686,47310,48525,47838.5,2.4686201430835775,2.5681674064679694,0.024386420772914946,0.02535743941201717,0.5165094339622641,0.7382075471698113,0.6077723790608597,1.060777237906086
9,Colorless_Planet,normal,100,100,102551,103357,107850,106106.0,3.4665678540433564,4.347068897123552,0.03407835863349574,0.042552357989902145,0.6485849056603774,0.5589622641509434,0.6004477446933961,1.0600447744693395
10,カイﾀﾞﾝﾀﾞﾝ,matataki,100,100,16553,18634,19756,19439.0,17.434906059324582,6.021251475796929,0.16071400310194728,0.0584693736501452,0.9457547169811321,0.43160377358490565,0.5927161411217369,1.0592716141121736
11,蜘蛛の巣,matataki,100,100,12005,12203,12504,12276.0,2.2573927530195714,2.466606572154384,0.02232290708427316,0.024366769969472974,0.47877358490566035,0.7476415094339622,0.5837354862119013,1.05837354862119
12,Liar Truth,other,100,100,28400,28949,29800,29078.5,2.3890845070422495,2.939652492314071,0.023609924324578,0.02897273240328907,0.5023584905660378,0.695754716981132,0.5834478532164611,1.058344785321646
13,Elementary_course,normal,100,100,93849,94856,97265,95903.5,2.1891549190721227,2.539639031795571,0.021655369899044423,0.02507926009401101,0.45990566037735847,0.7429245283018868,0.568118756936737,1.0568118756936737
14,Electronic Escape,normal,100,100,98251,99750,105094,102226.0,4.045760348495175,5.357393483709272,0.03966061973110799,0.05218813199616779,0.7004716981132075,0.4693396226415094,0.5620720480827754,1.0562072048082776
15,Happy Flavor!,normal,100,100,95850,97152,99654,97855.0,2.091810119979143,2.5753458498023685,0.020702321665279043,0.0254274240118067,0.455188679245283,0.7334905660377358,0.5617606319257262,1.0561760631925727
16,BigBiome,normal,100,100,503594,511324,520639,513429.0,1.952962108365064,1.821741205184968,0.01934136513079928,0.018053463156861908,0.4221698113207547,0.8325471698113207,0.5602479075046106,1.056024790750461
17,八の字,matataki,100,100,19250,19899,20999,20125.5,4.5480519480519455,5.527915975677167,0.04447660698270575,0.05380533833045245,0.7193396226415094,0.45518867924528306,0.5575604304008487,1.055756043040085
18,daydream planet,normal,100,100,66498,67598,69402,67878.5,2.0760022857830407,2.668718009408555,0.02054747028061246,0.026337288728885945,0.45047169811320753,0.7287735849056604,0.5567830188679245,1.0556783018867923
19,はしご邪魔やねん,matataki,100,100,22150,22203,23024,22672.5,2.3589164785553063,3.6976985092104675,0.023315239848441128,0.036309735261572974,0.49764150943396224,0.625,0.5540966386554621,1.0554096638655461
20,Title,normal,100,100,37549,38814,41003,39350.0,4.796399371487925,5.639717627660112,0.0468492281663395,0.05486422846926423,0.7287735849056604,0.4457547169811321,0.5531654921573085,1.0553165492157308
21,ヒューストン,matataki,100,100,12675,12853,13298,12957.5,2.2287968441814687,3.4622267174978516,0.022043221604477792,0.034036400852268334,0.4693396226415094,0.6674528301886793,0.5511332498238473,1.0551133249823847
22,パラレルバイオーム,normal,100,100,217552,219807,229800,223627.0,2.792435831433404,4.546261038092503,0.027541582919439044,0.0444594768184855,0.5683962264150944,0.5306603773584906,0.5488804761519152,1.0548880476151916
23,自然の中を駆け抜ける,normal,100,100,69800,71557,74959,71875.0,2.9727793696274984,4.754251855164404,0.029294489349187637,0.046446962493146386,0.5966981132075472,0.5070754716981132,0.5482482664086438,1.0548248266408644
24,miniascape of sea,normal,100,100,270843,274554,286901,278236.5,2.72981025907999,4.4971116793053545,0.026932154251905777,0.04398924560231353,0.5589622641509434,0.5353773584905661,0.5469156636304489,1.054691566363045
25,Neophyte Biome,normal,100,100,397451,398102,413097,406509.0,2.27902307454253,3.7666226243525447,0.022534412908466635,0.03697417835522135,0.49292452830188677,0.6108490566037736,0.5455874052572166,1.0545587405257217
26,Neotech Android,normal,100,100,109300,109954,115112,112429.0,2.862763037511429,4.691052622005576,0.028225516116423016,0.04584347094928297,0.5778301886792453,0.5165094339622642,0.5454517729342876,1.0545451772934287
27,Annus novus,normal,100,100,91306,91446,95245,93529.0,2.434670229776792,4.1543643243006745,0.02405504577590367,0.04070388505889377,0.5117924528301887,0.5825471698113207,0.5448824821080026,1.0544882482108002
28,Country Messenger,normal,100,100,80948,82227,86650,83803.5,3.5275732569056695,5.37901176012745,0.03466779951622996,0.05239330087972162,0.6580188679245284,0.464622641509434,0.5446626763913113,1.0544662676391312
