overall_rank,tier,player_uuid,player_name,published_rating,raw_performance_index,eligible_course_count,best_course_score,thirtieth_course_score
1,EX,463ac650-c7f4-4839-8719-ebbf4a51731d,yukked0n,1309.0604720090832,104.77897659684966,203,106.09040507913798,103.28840593282652
2,S+,75ea9ff7-90c1-4cd0-9455-b04adf700a1a,kouki711,1282.221535165462,104.33398035916638,135,106.5079707022835,102.03921152531183
3,S+,f98a08ef-70d1-4082-b1b9-b4b7fbbaf04e,cresc28,1251.684799938197,103.83485401586042,162,106.3722295790354,102.06081341618618
4,S,5992da11-a4fe-4140-91ec-aa08ba24810b,Hopping_babaa,1240.5042410052647,103.65400013927264,158,107.46393335121762,101.67226840133002
5,S,bfb75c87-ae3e-434f-b8a2-9cf60882e866,Reimif,1213.8585913504041,103.22704045727532,148,104.53976599526067,102.0233029310314
6,S,a61f7017-f780-4a6c-8b0c-461bd12602fc,Sasterisk24,1207.8934980054084,103.13223570073556,175,105.54852320675106,101.37282725216753
7,A+,2b29e3f5-5656-4e90-996b-f69ac8a05fff,Xx_Omochi_xX,1190.9239741442343,102.86407981139075,135,106.0054827618251,101.2618217834297
8,A+,6e045cde-e21b-4cad-8308-b1bd53b38379,lolonya8,1187.3068291889615,102.80721548469278,141,105.14174328958002,101.10114174567468
9,A+,38418f95-eef8-466a-863c-4729571f8b39,Hopping_OreYANEN,1179.7176410793838,102.68824263023558,129,106.95850306709569,100.66942042553497
10,A+,109801dd-a044-425d-9de7-10236de5445f,grechan0126,1176.598964967557,102.63948362136303,65,105.34913688725914,100.49342312969219
11,A+,c4cdc4a1-6026-4691-9a8e-cf227f10eded,sasas_,1171.7822000800188,102.56432577402798,114,105.52122827804106,100.68323082254891
12,A+,6916473f-9f5c-44f7-adbd-999795c02fd2,hobby9930,1163.2754178072162,102.43203482133386,38,105.43973843661887,100.592379723781
13,A+,f86558b2-0776-45f9-a158-a519bcbca651,_Ekidona,1156.544695690488,102.32776412895487,194,105.84540022104416,100.6571928826203
14,A,a8e47fdd-b23b-421f-ab12-2031c934a6a2,kqnqsimi,1124.020538216822,101.82885819844546,136,104.82557510441688,100.20126507325753
15,A,2c3b56ae-d81c-4fa7-bfdb-2845aa766c57,yuio_123,1122.1491972688593,101.80040079539825,161,105.42979476435531,100.52840425877449
16,A,b19024f4-2211-4d31-a068-a40e9a3cf617,tewitewi,1120.8208859033482,101.7802175216907,165,104.53530052396881,99.97652070855627
17,A,6198f611-cc03-487a-897d-86d377d9b7b5,AKAsen3714,1119.544472927351,101.76083557147663,123,103.90342832075747,99.51410490562256
18,A,43399ca2-bdbc-4c7a-b83e-da7efe957507,zekaYANENsaikyou,1116.2748965111641,101.7112449541951,157,105.61825985871411,99.65719552065057
19,A,b3d6ca94-3f4c-4275-aadb-2011ee3fe724,sou53,1110.2167400395883,101.61957522805538,116,103.86225683693971,99.72398728356735
20,A,3d386129-020e-49ef-9c43-087cbe950baa,kurotama414,1104.7514590123324,101.53711700204468,190,103.24946366274868,100.08821444708892
21,A,f1ed67e2-63da-497d-b171-9d2a2c6b2034,megusurikirai,1104.7173817729224,101.53660357069292,86,105.47024065981412,99.34375306830053
22,B+,fe7e2f10-673a-4c92-a984-05a25a5c26e2,ERinZin,1096.7478707827677,101.41677192958583,117,103.45737352584592,98.7369855466346
23,B+,4ed7f7a3-c175-45ee-9c61-71e309d97a3a,kitakuyasan,1087.3490510101915,101.27606803313019,180,103.96303317535545,98.89056487916368
24,B+,3355e2e2-dde1-49ab-a1ea-feb3a943b54e,Haduki827,1080.8485916724833,101.1791443948936,137,106.33917088038902,98.14214583063874
25,B+,351abfb1-471b-43f7-ad47-909c76077542,koburei,1065.98762018625,100.95875802485305,103,103.71137457170795,98.85854045285394
26,B+,13a1aa2d-3b13-4ebe-b0a8-44dff9336b04,ASIRA_18,1060.8993205649842,100.8836797780914,68,104.13303923431569,95.92288147867792
27,B+,df9bfd57-bff7-44fa-937e-3495e6fdb183,xylophin,1057.749565014811,100.83730186727136,117,104.36752712488273,97.59182416541489
28,B,09eae9ce-845a-4a57-a0bf-1ced6ef27f38,9News,1043.4238412376108,100.62729834198285,101,103.9734796334382,98.50305111155183
29,B,75ffe217-20ed-4852-a9e1-8fd44f2bbfd1,rurururuuururuu,1043.0840017880969,100.62233508864064,83,105.16054655831958,98.42527760183631
30,B,428396f9-d519-42b3-b16f-a4be8111656f,inabanntei,1025.7188419691759,100.36985923446373,117,104.25136124288717,98.32039076664842
31,B,09429d4d-8037-4d05-99e2-b6a6868fcb33,Ryukkun_,1016.5694058693056,100.23772734964976,101,103.21631699388566,98.46094635106559
32,B,c41fd0eb-3b01-468c-bb40-0f6386fd7af4,NoB1maru,1014.9043838769691,100.21374794905822,71,104.93362920716523,97.6759094285752
33,B,8f243446-4d80-458d-9810-cd6e8ddfd5d7,yogariness,1014.082626918481,100.2019206124445,132,102.5869793641339,98.54185219905568
34,B,7f913d51-8e77-4c92-8a3e-6f0592b71adc,_Muse7,1012.4017055163176,100.17774294351383,91,104.99682722243153,97.13726894754595
35,B,241c555b-f91e-4650-99c4-72815550d355,ChiiChan_,1004.6188216754518,100.06606644822213,137,101.9593899289078,98.24759577363993
36,B,6fde48a1-e96a-4457-ba55-239d6e419135,shouryu123,1000.02350612367,100.00033583225982,111,103.82504248505204,98.09433141174692
37,B-,7b55693a-053b-45da-8fd5-1502c863605b,uhsg,997.6161810932141,99.94662720591856,96,101.90971875578285,97.77493254957001
38,B-,5cd51a2b-67c8-4927-9a7e-1338c3c0ab6a,As3na,997.3861908367898,99.94144878613996,42,103.84070016195116,95.41199151978046
