difficulty_rank,course_name,category,ranking_row_count,unique_players,rank1_time_ms,rank2_time_ms,rank10_time_ms,rank2to5_median_time_ms,rank1_to_rank2to5_median_percent_gap,rank2_to_rank10_percent_spread,first_place_outlierness_raw,top_density_spread_raw,first_place_outlierness,top_density,first_place_difficulty,difficulty_multiplier
11,カイﾀﾞﾝﾀﾞﾝ,matataki,100,100,16553,18634,19756,19439.0,17.434906059324582,6.021251475796929,0.1607140031019472,0.0584693736501452,0.9439024390243902,0.4219512195121951,0.5831968641114983,1.05831968641115
12,Liar Truth,other,100,100,28400,28949,29849,29131.0,2.5739436619718337,3.1089156792980743,0.0254137540855408,0.0306156773318548,0.5048780487804878,0.6756097560975609,0.5778976012900624,1.0577897601290065
13,Annus novus,normal,100,100,91306,91446,95402,94059.5,3.015683525726676,4.326050346652677,0.0297110578901296,0.0423509084633112,0.5878048780487805,0.5536585365853659,0.5702209714404836,1.0570220971440485
14,蜘蛛の巣,matataki,100,100,12005,12203,12504,12276.0,2.2573927530195714,2.466606572154384,0.0223229070842731,0.0243667699694729,0.4560975609756098,0.748780487804878,0.5668904907672558,1.0566890490767256
15,Electronic Escape,normal,100,100,98251,99750,105094,102226.0,4.045760348495175,5.357393483709272,0.0396606197311079,0.0521881319961677,0.6902439024390243,0.4756097560975609,0.5631697111950199,1.056316971119502
16,八の字,matataki,100,100,19250,19899,21000,20125.5,4.5480519480519455,5.532941353836884,0.0444766069827057,0.0538529585118944,0.7097560975609756,0.4609756097560975,0.5589329268292683,1.0558932926829268
17,Title,normal,100,100,37549,38814,41003,39350.0,4.796399371487925,5.639717627660112,0.0468492281663395,0.0548642284692642,0.724390243902439,0.4512195121951219,0.556067199676146,1.055606719967615
18,ヒューストン,matataki,100,100,12675,12949,13398,12978.0,2.390532544378688,3.467449223878294,0.0236240667217297,0.0340868769993728,0.4804878048780487,0.6560975609756098,0.5547262640008374,1.0554726264000838
19,Elementary_course,normal,100,100,93849,94856,97265,95903.5,2.1891549190721227,2.539639031795571,0.0216553698990444,0.025079260094011,0.4414634146341463,0.7439024390243902,0.554100170631336,1.0554100170631335
20,Happy Flavor!,normal,100,100,95850,97152,99654,97855.0,2.091810119979143,2.5753458498023685,0.020702321665279,0.0254274240118067,0.4365853658536585,0.7341463414634146,0.5475508130081301,1.054755081300813
21,Country Messenger,normal,100,100,80948,82227,86650,83803.5,3.527573256905669,5.37901176012745,0.0346677995162299,0.0523933008797216,0.6414634146341464,0.4707317073170731,0.5429931536157465,1.0542993153615747
22,BigBiome,normal,100,100,503594,511324,520639,513429.0,1.952962108365064,1.821741205184968,0.0193413651307992,0.0180534631568619,0.4024390243902439,0.8317073170731707,0.5424178154825027,1.0542417815482503
23,daydream planet,normal,100,100,66498,67598,69402,67878.5,2.0760022857830407,2.668718009408555,0.0205474702806124,0.0263372887288859,0.4317073170731707,0.724390243902439,0.5410003087372646,1.0541000308737265
24,世界樹の麓,normal,100,100,238800,239456,248206,244302.0,2.304020100502502,3.654115996258178,0.0227787833674883,0.0358893626335539,0.4756097560975609,0.6268292682926829,0.5408482624649255,1.0540848262464926
25,GABA3,normal,100,100,112090,113660,119253,115590.5,3.1229369256847272,4.920816470174194,0.0307516528975218,0.0480357508157416,0.6024390243902439,0.4902439024390244,0.5405814459930313,1.0540581445993031
26,はしご邪魔やねん,matataki,100,100,22150,22203,23104,22719.5,2.571106094808129,4.058010178804672,0.0253860900773939,0.0397783478269767,0.5,0.5878048780487806,0.5403587443946188,1.0540358744394618
27,自然の中を駆け抜ける,normal,100,100,69800,71557,74959,71875.0,2.9727793696274984,4.754251855164404,0.0292944893491876,0.0464469624931463,0.5780487804878048,0.5048780487804878,0.538991430454845,1.0538991430454845
28,60mとんとん走,matataki,100,100,3190,3301,3497,3344.5,4.843260188087784,5.937594668282342,0.0472962887795725,0.0576800052101828,0.7292682926829268,0.426829268292683,0.5384892456519502,1.053848924565195
29,Neotech Android,normal,100,100,109300,109954,115112,112429.0,2.862763037511429,4.691052622005576,0.028225516116423,0.0458434709492829,0.5634146341463414,0.5146341463414634,0.5379207592980907,1.0537920759298092
30,パラレルバイオーム,normal,100,100,217552,219807,229800,223627.0,2.792435831433404,4.546261038092503,0.027541582919439,0.0444594768184855,0.5536585365853659,0.5195121951219512,0.5360421286031043,1.0536042128603105
31,5thタワー,kuwaty,100,100,60995,62231,65323,62875.5,3.083039593409298,4.968584788931563,0.0303646870738654,0.0484909269160644,0.5975609756097561,0.4853658536585366,0.5356515051637002,1.05356515051637
32,miniascape of sea,normal,100,100,270843,274554,286901,278236.5,2.72981025907999,4.4971116793053545,0.0269321542519057,0.0439892456023135,0.5439024390243903,0.524390243902439,0.5339681479006572,1.0533968147900656
33,Neophyte Biome,normal,100,100,397451,398102,413097,406509.0,2.27902307454253,3.7666226243525447,0.0225344129084666,0.0369741783552213,0.4707317073170731,0.6073170731707317,0.5303719236287384,1.053037192362874
34,にょろにょろ,matataki,100,100,18900,19149,19604,19274.0,1.9788359788359688,2.3761031907671315,0.0195951153634988,0.023483132105271,0.4073170731707317,0.7585365853658537,0.530023471782835,1.0530023471782834
35,Zhanlue,normal,100,100,67702,68746,70202,68978.0,1.884730140911639,2.117941407500079,0.0186718915977255,0.0209582476185511,0.3975609756097561,0.7878048780487805,0.5284452474154371,1.0528445247415437
36,Winter World,normal,100,100,58454,58548,60749,59783.0,2.273582646183314,3.759308601489386,0.0224812194686536,0.0369036905581255,0.4609756097560976,0.6121951219512195,0.5259312638580932,1.0525931263858093
37,Athletic_VOXXXX,normal,100,100,215809,224837,239166,231610.5,7.321983791222797,6.373061373350475,0.0706633242216615,0.0617821762820395,0.8414634146341463,0.3780487804878049,0.5217073170731708,1.052170731707317
38,エンドアタック,normal,100,100,104998,106400,108847,106976.0,1.8838454065791763,2.299812030075188,0.0186632078806205,0.0227376495296311,0.3926829268292683,0.7731707317073171,0.5208388611082764,1.0520838861108277
39,slowly melt,normal,100,100,84904,85966,86998,86311.0,1.65716574013004,1.2004746062396654,0.0164358458478991,0.0119332606392537,0.3585365853658536,0.9195121951219511,0.5159095140569726,1.0515909514056974
40,Spooky,normal,100,100,63600,64350,65700,64711.0,1.7468553459119462,2.0979020979021046,0.0173177321657392,0.0207619914484292,0.3780487804878049,0.7926829268292683,0.5119410569105691,1.051194105691057
41,ミニBOXバイオーム-EASY-,kuwaty,100,100,113453,134000,144351,134676.0,18.706424686874733,7.7246268656716355,0.1714832395787658,0.0744080337405488,0.9585365853658536,0.348780487804878,0.5114579541317801,1.051145795413178
42,Chaterno,normal,100,100,239849,243154,249737,244247.5,1.833862138261999,2.7073377365784745,0.0181724967890561,0.0267133766568076,0.3829268292682927,0.7146341463414634,0.4986558265582655,1.0498655826558263
43,黄泉の国,normal,100,100,29550,29997,30055,29998.5,1.5177664974619365,0.1933526686001885,0.0150636365600065,0.0019316598293033,0.3292682926829268,0.997560975609756,0.4951129842180775,1.0495112984218078
44,堅焼き粘土タイムアタック,kuwaty,100,100,137903,138556,148703,145094.0,5.214534854209108,7.323392707641685,0.0508312687851444,0.0706764520741398,0.7536585365853659,0.3634146341463414,0.4903717115773778,1.0490371711577378
45,ビル--隙間--,kuwaty,100,100,18102,18401,19775,19043.0,5.198320627554964,7.46698548991902,0.0506771505717005,0.0720135026894802,0.7439024390243902,0.3585365853658536,0.4838657457371033,1.0483865745737104
46,雨緑林,normal,100,100,52905,53450,53954,53700.0,1.5026935072299352,0.942937324602422,0.0149151491586939,0.0093851942093985,0.324390243902439,0.948780487804878,0.4834781796093823,1.0483478179609382
47,dungeon of ruins,normal,100,100,87047,87254,90847,88780.0,1.990878490930181,4.1178627913906585,0.0197131967378785,0.0403533675291276,0.4121951219512195,0.578048780487805,0.4812327285834435,1.0481232728583445
48,ColorTunnel,normal,100,100,159582,171016,184800,178510.0,11.860986828088382,8.060064555363233,0.1120867253590025,0.0775170398306041,0.8902439024390244,0.3292682926829268,0.4807317073170731,1.0480731707317072
49,サイド,matataki,100,100,32750,32899,34089,33362.5,1.870229007633584,3.617131219793923,0.0185295526493815,0.0355324894313752,0.3878048780487805,0.6317073170731707,0.4805811646633213,1.048058116466332
50,厳冬の煌めき,normal,100,100,57450,59302,63848,60273.0,4.913838120104441,7.665846008566324,0.0479692379693678,0.0738622263259479,0.7341463414634146,0.3536585365853658,0.4773597287542381,1.047735972875424
51,Screw Biome,normal,100,100,313302,317902,337653,322596.5,2.96662644987904,6.212920963064095,0.0292347346876083,0.0602755817378717,0.573170731707317,0.4024390243902439,0.4728658536585366,1.0472865853658535
52,Caves.,normal,100,100,72702,72949,77596,75062.5,3.2468157684795385,6.370203841039634,0.0319522053627617,0.0617553126132119,0.6121951219512195,0.3829268292682927,0.4711501673840267,1.047115016738403
53,シュルシュル,matataki,100,100,24299,24899,26550,25148.0,3.4939709453063905,6.630788385075714,0.0343431732844639,0.0642021056663164,0.6365853658536585,0.373170731707317,0.4705196182396607,1.047051961823966
54,帰路の森,normal,100,100,54048,54552,57651,55432.0,2.560686796921252,5.680818301803781,0.0252845036996905,0.0552532174000479,0.4951219512195122,0.4463414634146341,0.4694679641096929,1.046946796410969
55,ジャングルジム-マツ-,kuwaty,100,100,24604,24762,26453,25475.5,3.542106974475701,6.829012196106943,0.0348081746554358,0.0660593534241655,0.6463414634146342,0.3682926829268292,0.46921904315197,1.046921904315197
56,flashback,normal,100,100,68999,69744,70947,70024.0,1.4855287757793656,1.724879559532,0.0147460286915217,0.0171017239179537,0.3195121951219512,0.8463414634146341,0.4638942749260129,1.046389427492601
57,Not found.,normal,100,100,93587,94418,97308,95109.0,1.6262942502698108,3.060857039971188,0.0161321173487973,0.0301494728095966,0.348780487804878,0.6804878048780487,0.4611836781874927,1.0461183678187491
58,晩夏光,normal,100,100,75750,75869,78551,77000.0,1.650165016501659,3.5350406621940555,0.0163669774642054,0.0347399265424495,0.3536585365853658,0.6414634146341464,0.4559421329507412,1.0455942132950742
59,Whaels herd,normal,100,100,58148,58450,62001,59702.5,2.673350760129334,6.075278015397778,0.026382411004602,0.0589788260292007,0.5146341463414634,0.4073170731707317,0.4547296425345206,1.0454729642534522
60,challenge1,challenge,100,100,91774,94780,102654,97708.5,6.466428400200486,8.307659843848914,0.0626595231779408,0.0798056935311242,0.8170731707317073,0.3146341463414633,0.454320857863751,1.045432085786375
61,入門,normal,100,100,812750,821046,854004,826448.5,1.6854506305752135,4.014147806578428,0.016714045185868,0.0393567405028575,0.3682926829268292,0.5926829268292684,0.4542899591432462,1.0454289959143246
62,Imagination,normal,100,100,86147,86151,90999,88064.0,2.22526611489664,5.6273287599679644,0.0220086834863882,0.0547469468778548,0.4463414634146341,0.4560975609756097,0.4511667765326302,1.045116677653263
63,アスレチックビル,normal,100,100,462400,466005,495232,474800.5,2.6817690311418785,6.271821117799159,0.0264643984517698,0.0608299759561751,0.524390243902439,0.3926829268292683,0.4490788790866632,1.0449078879086664
64,Variety_Parkour,normal,100,100,137843,137899,146254,141314.0,2.5180821659424035,6.058782152154829,0.0248690084067625,0.0588233030239542,0.4902439024390244,0.4121951219512195,0.4478444297956493,1.044784442979565
65,ksk,matataki,100,100,8600,8609,9154,8831.0,2.6860465116279157,6.330584272273199,0.0265060552272031,0.0613827745556327,0.5292682926829269,0.3878048780487805,0.4476258432797094,1.0447625843279709
66,ツリーアスレ,normal,100,100,26649,27403,29700,28275.0,6.101542271755034,8.382293909425975,0.0592263955465105,0.0804945493570231,0.802439024390244,0.3097560975609756,0.4469726144629868,1.0446972614462986
67,Canyon Path,normal,100,100,306165,308350,315603,310700.0,1.481227442718791,2.3521971785308797,0.014703644084886,0.0232495931924603,0.3146341463414634,0.7634146341463415,0.4456130669903984,1.0445613066990398
68,LonelySomedayMemory,normal,100,100,78749,79592,85849,81359.0,3.3143278009879484,7.861342848527486,0.0326058814002363,0.0756763537649389,0.6170731707317073,0.3439024390243902,0.4416615079856382,1.0441661507985638
69,ラージバイオーム,normal,100,100,1499616,1503337,1591557,1533202.5,2.239673356379224,5.8682783700527485,0.0221496097649344,0.0570254784993803,0.4512195121951219,0.4317073170731708,0.4412478102681579,1.0441247810268155
70,弥日異に息吹く山吹花吹雪,normal,100,100,53100,56401,61251,58524.0,10.214689265536723,8.599138313150467,0.0972599982680227,0.0824932869788884,0.8658536585365854,0.2951219512195122,0.4402029104324657,1.0440202910432466
71,Mad Junkie :D,normal,100,100,82644,83500,84551,83832.0,1.4374909249310397,1.2586826347305458,0.0142725698220791,0.0125082707389491,0.2902439024390243,0.9097560975609756,0.4400852667063256,1.0440085266706325
72,てけちゃんアスレ,kuwaty,100,100,47287,48249,52371,50069.5,5.884281092054899,8.543182242119007,0.0571766239879946,0.0819779008291321,0.7878048780487805,0.3048780487804878,0.4396232578397213,1.043962325783972
73,古き砂上の楼閣,normal,100,100,109648,109651,113749,111373.0,1.5732161097329556,3.737312017218275,0.0156096934349795,0.0366916718342742,0.3390243902439024,0.6170731707317073,0.4376182180189149,1.0437618218018916
74,Circular world,normal,100,100,171401,172444,186649,178274.0,4.009894924767066,8.237456797569065,0.0393158521348004,0.0791573016409888,0.6853658536585366,0.3195121951219511,0.435839450627516,1.0435839450627515
75,GoNiGoNi_Level`s_1,normal,100,100,50366,50751,53001,51210.5,1.6767263630226736,4.433410179109765,0.0166282448892065,0.0433794591373885,0.3634146341463414,0.5341463414634147,0.4325424178154824,1.0432542417815482
76,corrosion of the slime,normal,100,100,204752,205651,223237,215678.0,5.336211612096586,8.551380737268488,0.0519870639886749,0.082053430082752,0.7682926829268293,0.3,0.4315068493150685,1.0431506849315069
77,Wood and Cave and...,normal,100,100,156101,158282,168152,159651.0,2.2741686472219858,6.23570589201552,0.0224869491922508,0.0604900799850581,0.4658536585365854,0.3975609756097561,0.429006476505443,1.0429006476505442
78,ぴょんぴょん,matataki,100,100,26299,26496,28642,27171.5,3.3176166394159434,8.099335748792269,0.0326377142171531,0.0778803938536616,0.6219512195121951,0.324390243902439,0.4263892381191853,1.0426389238119185
79,ジャングルジム-オーク-,kuwaty,100,100,14459,15299,16649,15512.0,7.282661318210115,8.824106150728817,0.0702968598943614,0.0845626877774733,0.8365853658536585,0.2853658536585366,0.4255673382820784,1.0425567338282078
80,隙間,matataki,100,100,10297,11157,12158,11824.5,14.834417791589782,8.971945863583407,0.1383210595113218,0.0859202857154881,0.9292682926829268,0.275609756097561,0.4251308383529179,1.0425130838352918
81,My Archive,normal,100,100,358802,359523,369506,364025.0,1.455677504584707,2.776734729071584,0.0144518422918537,0.027388825554611,0.3048780487804878,0.7,0.424757281553398,1.0424757281553398
82,バイオームロード,normal,100,100,737343,770950,838809,778784.0,5.620315104367979,8.801997535508143,0.0546805446640903,0.0843595079665752,0.7829268292682927,0.2902439024390244,0.4234922394678492,1.0423492239467849
83,Variety_Parkour_3,normal,100,100,107187,107599,112083,108815.0,1.5188409042141249,4.167324975139164,0.0150742199396832,0.0408283142616214,0.3341463414634146,0.5731707317073171,0.4221741410962497,1.042217414109625
84,GoNiGoNi_Level`s_2,normal,100,100,101699,103455,109702,103805.0,2.0708168221909684,6.038374172345473,0.0204966689640321,0.058630863104193,0.4268292682926829,0.4170731707317073,0.421894825884675,1.0421894825884674
85,ゴンゴン,matataki,100,100,9079,9747,10646,10186.5,12.19848000881154,9.223350774597304,0.1150992598501985,0.0882246893954926,0.9,0.2707317073170732,0.41625,1.041625
86,Laberinto de Garrulus,normal,100,100,75151,75549,76907,76200.0,1.3958563425636283,1.797508901507627,0.013862039862257,0.0178154473132808,0.275609756097561,0.8365853658536585,0.4146234488660676,1.0414623448866067
87,中級TA,matataki,100,100,18349,18353,19803,18830.0,2.621396261376652,7.90061570315479,0.0258762655662446,0.0760403924984083,0.5097560975609756,0.3390243902439024,0.4072189514998597,1.040721895149986
88,GoNiGoNi_Level`s_3,normal,100,100,76935,78053,84241,78997.5,2.6808344706570564,7.927946395398,0.0264552968873282,0.0762936554782805,0.5195121951219512,0.3341463414634146,0.4067038327526132,1.0406703832752613
89,でこぼこ,matataki,100,100,13006,13083,14246,13564.5,4.294171920652001,8.889398456011621,0.0420452964195473,0.085162488027423,0.7048780487804878,0.2804878048780488,0.4012919584641391,1.0401291958464138
90,Jungle Maze,normal,100,100,61561,62249,62909,62373.0,1.3190169100566915,1.0602579961123793,0.0131039362761301,0.0105467667727922,0.2512195121951219,0.9390243902439024,0.3963914434226309,1.039639144342263
91,calm,normal,100,100,49750,49840,51429,50449.5,1.406030150753779,3.188202247191008,0.0139623723431289,0.0313843412142559,0.2804878048780488,0.6707317073170731,0.3955597248280175,1.0395559724828018
92,LONG BIOME,normal,100,100,513907,515549,538146,521431.5,1.4641754247363803,4.383094526417475,0.0145355987112869,0.0428975465248101,0.3097560975609756,0.5390243902439025,0.3934258480515839,1.0393425848051585
93,ゆらゆら,matataki,100,100,17656,17755,19553,18780.5,6.368939737199808,10.12672486623487,0.0617434285394248,0.0964615609490866,0.8121951219512196,0.2560975609756097,0.3894086201135984,1.0389408620113598
94,Bornament,normal,100,100,75702,76398,78601,76754.5,1.3903199387070408,2.8835833398780157,0.0138074364966875,0.0284279041811856,0.2707317073170732,0.6902439024390243,0.3889191531509224,1.0388919153150922
95,IDEA,normal,100,100,104908,105027,109405,106426.5,1.447458725740658,4.168451921886751,0.0143708304454994,0.0408391328235063,0.2951219512195122,0.5682926829268293,0.3884938679895273,1.0388493867989528
96,図書館アスレ改,kuwaty,100,100,32599,33900,37251,34306.0,5.236356943464515,9.8849557522124,0.0510386529320797,0.0942637757164102,0.7585365853658537,0.2609756097560975,0.3883416968140973,1.0388341696814098
97,Octologue templum,normal,100,100,94803,95600,98152,96099.0,1.367045346666251,2.669456066945597,0.0135778557649567,0.026344477431526,0.2658536585365854,0.7195121951219512,0.3882516300410529,1.0388251630041052
98,Zenith,normal,100,100,495911,496903,516796,502965.0,1.4224326542464194,4.00339704127366,0.01412411003321,0.0392533764782296,0.2853658536585365,0.5975609756097561,0.3862686969411131,1.0386268696941112
99,鯉の滝登り,matataki,100,100,26670,26926,28467,27103.0,1.623547056617913,5.723092921339967,0.0161050846718279,0.055653159102688,0.3439024390243902,0.4365853658536586,0.3847408536585366,1.0384740853658536
100,Athletic Starter Road,normal,100,100,145851,146743,149436,147756.5,1.3064703018834225,1.8351812352207508,0.0129800959008452,0.0181854501268528,0.2463414634146341,0.826829268292683,0.3795898004434589,1.0379589800443458
101,Sanctuary,arena,100,100,82345,83053,84764,83409.0,1.2921245977290718,2.060130278256045,0.012838478885333,0.020391966133849,0.2414634146341463,0.802439024390244,0.3712217916571689,1.0371221791657168
102,竜田揚げアスレチック,normal,100,100,73399,73954,75148,74327.5,1.2650036104034037,1.6145171322714091,0.0125706928268747,0.0160162241093296,0.2365853658536585,0.8560975609756097,0.370720818815331,1.037072081881533
103,BiomesIsland,normal,100,100,761005,772155,861415,814707.5,7.056786749101507,11.559855210417602,0.0681892249745285,0.109391078907479,0.8268292682926829,0.2365853658536585,0.367901096442157,1.0367901096442158
104,Effect Challenge,kuwaty,100,100,50284,50850,55599,51798.5,3.0118924508790057,9.339233038348072,0.0296742562646178,0.0892850929887137,0.5829268292682926,0.2658536585365854,0.3651668068404822,1.0365166806840482
105,Dimension//Endroll,normal,100,100,196603,197902,205565,199241.5,1.3420446280066889,3.872118523309509,0.0133311897788438,0.0379903269549616,0.2609756097560975,0.6024390243902439,0.3641863028799779,1.036418630287998
106,End Maverick,normal,100,100,77702,78400,79944,78667.5,1.242567758873636,1.969387755102048,0.0123491124536585,0.0195024622031261,0.2317073170731707,0.8219512195121952,0.3615063233965673,1.0361506323396568
107,箱,normal,100,100,255033,255687,286493,274522.5,7.641952217948256,12.04832470950812,0.0736402762534195,0.1137600628709296,0.8463414634146341,0.2268292682926829,0.3577716186252771,1.0357771618625278
108,汚染世界,normal,100,100,104750,114851,129190,119502.0,14.08305489260142,12.484871703337364,0.1317565488309398,0.117648552865866,0.9195121951219511,0.2170731707317073,0.3512299801109598,1.035122998011096
109,四角世界のお菓子達,normal,100,100,73802,73900,77133,74777.0,1.3211024091488,4.374830852503386,0.0131245195554845,0.0428183766067971,0.2560975609756097,0.5439024390243903,0.3482302201070791,1.034823022010708
110,Liaoning Itinere,normal,100,100,150204,151099,166561,154377.5,2.778554499214403,10.23302602929206,0.0274065314492119,0.0974263575679873,0.5487804878048781,0.2512195121951219,0.3446609161213563,1.0344660916121355
111,ぴょんぴょんアスレ HARD,kuwaty,100,100,12462,12498,14001,12888.5,3.4224041084898182,12.025924147863654,0.0336514267791255,0.1135601241288982,0.6268292682926829,0.2317073170731707,0.3383453436807095,1.033834534368071
112,Variety_Parkour_2,normal,100,100,128198,128800,133300,129745.5,1.2071171157116425,3.493788819875787,0.0119988956227822,0.0343414135144098,0.2268292682926829,0.651219512195122,0.3364634146341463,1.0336463414634147
113,Aequor,normal,100,100,110310,111805,125549,114548.0,3.841900099718965,12.2928312687268,0.037699365141175,0.1159398381775629,0.6804878048780488,0.2219512195121951,0.334726433750824,1.0334726433750825
114,NatureBiome,normal,100,100,651616,669593,755779,706704.5,8.45413556450425,12.871400985374692,0.0811571839325996,0.1210789402828012,0.8560975609756097,0.2073170731707316,0.3337995077198477,1.0333799507719847
115,ｱｯﾂｲﾕｶ,matataki,100,100,13950,14149,15713,14325.0,2.6881720430107503,11.053784719768188,0.0265267543334286,0.1048444449941795,0.5341463414634147,0.2414634146341463,0.3325816843074091,1.033258168430741
116,月盈ちる稲穂枝垂れて盃満ちる,normal,100,100,81965,82001,84901,82947.0,1.198072347953394,3.536542237289786,0.0119095227387348,0.0347544294991057,0.2219512195121951,0.6365853658536585,0.3291435698447894,1.032914356984479
117,夢々幻,normal,100,100,181899,183247,186000,183874.5,1.0860422542180004,1.5023438310040491,0.0108018716964394,0.0149117041582104,0.2024390243902439,0.875609756097561,0.3288489129235183,1.0328848912923518
118,滝,matataki,100,100,17171,18700,21199,19525.0,13.709160794362596,13.363636363636356,0.1284737813940841,0.1254304868935744,0.9146341463414634,0.197560975609756,0.324935815147625,1.0324935815147624
119,元祖NORMAL,normal,100,100,60199,62062,70128,63927.5,6.193624478811932,12.996680738616217,0.0600938878614885,0.1221882582982782,0.8073170731707318,0.2024390243902438,0.3237068457641098,1.032370684576411
120,虚無,normal,100,100,112018,114012,128546,116113.0,3.6556624828152575,12.747780935340147,0.0359042822053026,0.1199831109180031,0.675609756097561,0.2121951219512194,0.3229563119807022,1.0322956311980702
121,Bloom Seeker,normal,100,100,64399,64599,66402,65100.0,1.0885262193512268,2.7910648771652724,0.010826444175086,0.0275282457181225,0.2073170731707317,0.6951219512195121,0.3193803559657218,1.0319380355965722
122,シンプルバイオームアスレチック,kuwaty,100,100,451058,464337,526631,478357.0,6.05221501447708,13.415687313309087,0.0587613813153435,0.1258895318342049,0.7975609756097561,0.1926829268292682,0.3103808722816291,1.0310380872281628
123,雪魄氷姿,normal,100,100,101250,101297,105552,102372.0,1.108148148148147,4.200519265131253,0.0110205317279094,0.0411469266693461,0.2121951219512195,0.5585365853658537,0.3075486261191726,1.0307548626119172
124,Supreme Summer,normal,100,100,165800,166424,169950,167557.0,1.059710494571764,2.1186848050761986,0.0105413491829845,0.0209655273860434,0.1878048780487805,0.7829268292682927,0.302941536953058,1.030294153695306
125,Alley,normal,100,100,37747,38101,38747,38144.5,1.0530638196412978,1.69549355659957,0.0104755772400144,0.0168128049401081,0.1829268292682926,0.8512195121951219,0.3011389783709157,1.0301138978370916
126,Waza02,waza,100,100,98433,98608,109016,100142.5,1.7367143132892338,10.55492454973228,0.0172180579498003,0.1003422662276323,0.373170731707317,0.2463414634146341,0.2967735740349529,1.0296773574034952
127,紅ノ狂劇,arena,100,100,98000,98409,112043,102669.5,4.764795918367337,13.85442388399436,0.0465476126566888,0.1297504628944888,0.7146341463414634,0.1829268292682927,0.2912910922587487,1.029129109225875
128,White Flowers,normal,100,100,66500,66502,70303,67247.0,1.1233082706766817,5.715617575411258,0.0111704601596717,0.0555824497617706,0.2170731707317073,0.4414634146341463,0.2910388437217705,1.0291038843721771
129,runner_clay,normal,100,100,104938,105270,120157,110454.0,5.256437134307879,14.141730787498808,0.0512294451251546,0.1322707427298657,0.7634146341463415,0.1780487804878049,0.2887526854543157,1.0288752685454317
130,MEIKYU,matataki,100,100,38821,39160,40205,39229.5,1.0522655263903502,2.6685393258427004,0.010467677465639,0.0263355483378027,0.1780487804878048,0.7292682926829268,0.2862182008916863,1.0286218200891686
131,はしごくだり,matataki,100,100,11395,11651,13349,12177.5,6.867046950416844,14.5738563213458,0.066415324000913,0.1360494624357912,0.8219512195121951,0.1731707317073171,0.2860712577714013,1.02860712577714
132,爆風アスレチック1,normal,100,100,42147,52355,60502,54428.0,29.13849147033003,15.561073440932097,0.2557152197909879,0.1446289786022113,0.9829268292682928,0.1634146341463415,0.2802387130254281,1.028023871302543
133,テクニックコース,matataki,100,100,21319,21446,22563,21549.0,1.0788498522444678,5.208430476545733,0.0107307178783691,0.0507732487144217,0.1975609756097561,0.4804878048780487,0.2799964906123882,1.0279996490612389
134,Mystique,normal,100,100,321109,322449,325101,324076.0,0.9239853133982568,0.8224556441483788,0.0091974268326318,0.0081909190861826,0.1634146341463414,0.9536585365853658,0.2790179997869847,1.0279017999786986
135,ジャングルジム-シラカバ-,kuwaty,100,100,25500,25845,29385,26186.0,2.6901960784313728,13.697040046430642,0.026546464641181,0.1283671814166111,0.5390243902439025,0.1878048780487804,0.2785562285153052,1.0278556228515303
