overall_rank,tier,player_uuid,player_name,published_rating,raw_performance_index,eligible_course_count,best_course_score,thirtieth_course_score
1,EX,463ac650-c7f4-4839-8719-ebbf4a51731d,yukked0n,1310.4615289444544,104.80236992220011,204,106.12615716203801,103.31042152382597
2,S+,75ea9ff7-90c1-4cd0-9455-b04adf700a1a,kouki711,1282.644957503613,104.34095477462158,136,106.49909420289856,102.0309872968429
3,S+,f98a08ef-70d1-4082-b1b9-b4b7fbbaf04e,cresc28,1252.0756876982734,103.84119520400087,162,106.41861063464837,102.03364833484828
4,S,5992da11-a4fe-4140-91ec-aa08ba24810b,Hopping_babaa,1240.5882612670152,103.65535546615584,158,107.44787661915183,101.6524053834135
5,S,bfb75c87-ae3e-434f-b8a2-9cf60882e866,Reimif,1214.1393551871986,103.23150969326458,149,104.56562439214161,102.04448710966147
6,S,a61f7017-f780-4a6c-8b0c-461bd12602fc,Sasterisk24,1207.8622639547705,103.1317400352686,175,105.6072379237454,101.36462016078025
7,A+,2b29e3f5-5656-4e90-996b-f69ac8a05fff,Xx_Omochi_xX,1190.1238056857983,102.85149164845056,135,105.94961744168772,101.21488366047348
8,A+,6e045cde-e21b-4cad-8308-b1bd53b38379,lolonya8,1187.5165945411095,102.81051033977846,141,105.16509433962264,101.11322560805246
9,A+,38418f95-eef8-466a-863c-4729571f8b39,Hopping_OreYANEN,1178.2243919229993,102.66488686263598,129,106.94331761006288,100.66520681779672
10,A+,109801dd-a044-425d-9de7-10236de5445f,grechan0126,1175.9789121427298,102.62979849286161,65,105.33181818181818,100.41258451290719
11,A+,c4cdc4a1-6026-4691-9a8e-cf227f10eded,sasas_,1170.7063510314783,102.54756372648366,114,105.54371978793075,100.60678930671543
12,A+,6916473f-9f5c-44f7-adbd-999795c02fd2,hobby9930,1165.9507832702648,102.4735790741273,39,105.44662676391312,100.65485383208976
13,A+,f86558b2-0776-45f9-a158-a519bcbca651,_Ekidona,1156.5203086097881,102.32738697196272,196,105.8805956344802,100.64491503289533
14,A,6198f611-cc03-487a-897d-86d377d9b7b5,AKAsen3714,1138.3248159096966,102.04727240494483,125,104.4975465611238,99.7454157450337
15,A,a8e47fdd-b23b-421f-ab12-2031c934a6a2,kqnqsimi,1123.5563856326091,101.82179734351138,137,104.8403730703259,100.22624796461551
16,A,b19024f4-2211-4d31-a068-a40e9a3cf617,tewitewi,1120.5741452311045,101.77646986458258,166,104.56133293039733,99.96637740238815
17,A,2c3b56ae-d81c-4fa7-bfdb-2845aa766c57,yuio_123,1119.65218809107,101.76247071174083,162,105.43410337042411,100.46785066489903
18,A,43399ca2-bdbc-4c7a-b83e-da7efe957507,zekaYANENsaikyou,1116.2560445846116,101.71095925880961,157,105.64385909123031,99.69845141724579
19,A,b3d6ca94-3f4c-4275-aadb-2011ee3fe724,sou53,1110.402359092842,101.62237978207388,117,103.87149027798633,99.70786220481197
20,A,3d386129-020e-49ef-9c43-087cbe950baa,kurotama414,1104.6086893295783,101.53496599394089,192,103.24202832586467,100.07133543285471
21,A,f1ed67e2-63da-497d-b171-9d2a2c6b2034,megusurikirai,1102.568727858485,101.50424830735213,86,105.46346372804163,99.30812575224151
22,B+,4ed7f7a3-c175-45ee-9c61-71e309d97a3a,kitakuyasan,1096.503660302222,101.41310753578885,181,104.00351176128335,98.91937789300545
23,B+,fe7e2f10-673a-4c92-a984-05a25a5c26e2,ERinZin,1096.0094373223797,101.40569307294082,117,103.50417789757414,98.72577813186673
24,B+,3355e2e2-dde1-49ab-a1ea-feb3a943b54e,Haduki827,1080.5363572505992,101.1744969164177,137,106.33639063591893,98.07827353120126
