overall_rank,tier,player_uuid,player_name,published_rating,raw_performance_index,eligible_course_count,best_course_score,thirtieth_course_score
1,EX,463ac650-c7f4-4839-8719-ebbf4a51731d,yukked0n,1310.3120710929418,104.7998736617606,204,106.10964321180309,103.31042152382597
2,S+,75ea9ff7-90c1-4cd0-9455-b04adf700a1a,kouki711,1282.1890678425912,104.33344563324574,136,106.27985654724048,102.07777543017941
3,S+,f98a08ef-70d1-4082-b1b9-b4b7fbbaf04e,cresc28,1252.4300474738773,103.84694488530481,162,106.4278730703259,102.03364833484828
4,S,5992da11-a4fe-4140-91ec-aa08ba24810b,Hopping_babaa,1240.6280125316762,103.65599671176324,158,107.42872611842887,101.67797083125566
5,S,bfb75c87-ae3e-434f-b8a2-9cf60882e866,Reimif,1215.75875815043,103.25729983363449,149,104.56562439214161,102.02601503662635
6,S,a61f7017-f780-4a6c-8b0c-461bd12602fc,Sasterisk24,1207.6500774373674,103.1283729691077,175,105.58873820754717,101.39494921095154
7,A+,2b29e3f5-5656-4e90-996b-f69ac8a05fff,Xx_Omochi_xX,1190.738064152028,102.8611546448739,135,105.96938586755458,101.21488366047348
8,A+,6e045cde-e21b-4cad-8308-b1bd53b38379,lolonya8,1187.158605426545,102.80488749327618,141,105.14140124632164,101.11322560805246
9,A+,6916473f-9f5c-44f7-adbd-999795c02fd2,hobby9930,1182.8357607666387,102.73706935762867,42,105.46271808636615,100.85311175398098
10,A+,38418f95-eef8-466a-863c-4729571f8b39,Hopping_OreYANEN,1178.610556110339,102.67092514052008,129,107.00385792827689,100.57985127006195
11,A+,109801dd-a044-425d-9de7-10236de5445f,grechan0126,1176.2638577616685,102.63424892434674,65,105.32390510948906,100.41148311032076
12,A+,c4cdc4a1-6026-4691-9a8e-cf227f10eded,sasas_,1170.7301986002026,102.54793518045794,114,105.54371978793075,100.60678930671543
13,A+,6198f611-cc03-487a-897d-86d377d9b7b5,AKAsen3714,1165.776131250524,102.47086529500967,133,104.4975465611238,100.56392850324929
14,A+,f86558b2-0776-45f9-a158-a519bcbca651,_Ekidona,1156.9300665932742,102.33372467497962,196,105.86344896746398,100.64803579517624
15,A,a8e47fdd-b23b-421f-ab12-2031c934a6a2,kqnqsimi,1124.2505776155078,101.83235825287602,137,104.85326133356101,100.23301433236576
16,A,b19024f4-2211-4d31-a068-a40e9a3cf617,tewitewi,1121.0283417936118,101.78336885725898,166,104.58294108339528,100.0112609262866
17,A,2c3b56ae-d81c-4fa7-bfdb-2845aa766c57,yuio_123,1120.0366898387404,101.76830825932358,161,105.46999920051168,100.46785066489903
18,A,43399ca2-bdbc-4c7a-b83e-da7efe957507,zekaYANENsaikyou,1116.301002340105,101.71164058482134,157,105.63297985529863,99.71410318039611
19,A,b3d6ca94-3f4c-4275-aadb-2011ee3fe724,sou53,1110.7768986507983,101.62803957301833,117,103.87149027798633,99.70194898676962
20,A,3d386129-020e-49ef-9c43-087cbe950baa,kurotama414,1105.6185494510507,101.55018416373939,191,103.2276739311719,100.1567144924238
21,A,f1ed67e2-63da-497d-b171-9d2a2c6b2034,megusurikirai,1103.2993830058927,101.5152468535602,86,105.45939736499675,99.30649056324594
22,B+,fe7e2f10-673a-4c92-a984-05a25a5c26e2,ERinZin,1096.5386910566917,101.41363314668916,117,103.51294489708405,98.71935392719507
23,B+,4ed7f7a3-c175-45ee-9c61-71e309d97a3a,kitakuyasan,1095.3146934718975,101.39527347618461,181,104.00351176128335,98.91952752373791
