overall_rank,tier,player_uuid,player_name,published_rating,raw_performance_index,eligible_course_count,best_course_score,thirtieth_course_score
1,EX,463ac650-c7f4-4839-8719-ebbf4a51731d,yukked0n,1310.349616530655,104.800500732103,204,106.10964321180309,103.29442942051081
2,S+,75ea9ff7-90c1-4cd0-9455-b04adf700a1a,kouki711,1282.1801160381826,104.33329820154913,136,106.50251230516817,102.07777543017941
3,S+,f98a08ef-70d1-4082-b1b9-b4b7fbbaf04e,cresc28,1252.5747335919455,103.84929278920144,162,106.4278730703259,102.03364833484828
4,S,5992da11-a4fe-4140-91ec-aa08ba24810b,Hopping_babaa,1240.6633505602501,103.65656677616086,158,107.42872611842887,101.67797083125566
5,S,bfb75c87-ae3e-434f-b8a2-9cf60882e866,Reimif,1215.4993286050178,103.25316682710195,149,104.56562439214161,102.02601503662635
6,S,a61f7017-f780-4a6c-8b0c-461bd12602fc,Sasterisk24,1207.6734298947808,103.12874351832987,175,105.58873820754717,101.39494921095154
7,A+,2b29e3f5-5656-4e90-996b-f69ac8a05fff,Xx_Omochi_xX,1190.7963182672356,102.86207120415764,135,105.96938586755458,101.21488366047348
8,A+,6e045cde-e21b-4cad-8308-b1bd53b38379,lolonya8,1187.8501059453633,102.81574963014444,141,105.16509433962264,101.11322560805246
9,A+,38418f95-eef8-466a-863c-4729571f8b39,Hopping_OreYANEN,1178.6615100240497,102.67172197171507,129,106.97368833448255,100.57985127006195
10,A+,6916473f-9f5c-44f7-adbd-999795c02fd2,hobby9930,1176.756057137156,102.64193785564491,42,105.46271808636615,100.73810918998714
11,A+,109801dd-a044-425d-9de7-10236de5445f,grechan0126,1176.3360031426937,102.63537583017563,65,105.32390510948906,100.41148311032076
12,A+,c4cdc4a1-6026-4691-9a8e-cf227f10eded,sasas_,1170.649504158684,102.54667828743422,114,105.52738197760902,100.60678930671543
13,A+,6198f611-cc03-487a-897d-86d377d9b7b5,AKAsen3714,1165.743915676534,102.47036474880954,133,104.4975465611238,100.56392850324929
14,A+,f86558b2-0776-45f9-a158-a519bcbca651,_Ekidona,1156.8975000767368,102.33322092274678,196,105.86344896746398,100.64803579517624
15,A,a8e47fdd-b23b-421f-ab12-2031c934a6a2,kqnqsimi,1124.3279371689214,101.83353537143698,137,104.85326133356101,100.23301433236576
16,A,b19024f4-2211-4d31-a068-a40e9a3cf617,tewitewi,1120.9692245975139,101.78247081046871,166,104.58294108339528,100.0112609262866
17,A,2c3b56ae-d81c-4fa7-bfdb-2845aa766c57,yuio_123,1120.453682019289,101.77464036085257,162,105.45212765957447,100.46785066489903
18,A,43399ca2-bdbc-4c7a-b83e-da7efe957507,zekaYANENsaikyou,1116.790189229351,101.71905511636893,157,105.63297985529863,99.71410318039611
19,A,b3d6ca94-3f4c-4275-aadb-2011ee3fe724,sou53,1110.8566389128944,101.62924469270305,117,103.87149027798633,99.70194898676962
20,A,3d386129-020e-49ef-9c43-087cbe950baa,kurotama414,1105.475441824573,101.548027119341,191,103.2276739311719,100.1567144924238
21,A,f1ed67e2-63da-497d-b171-9d2a2c6b2034,megusurikirai,1103.4174699269918,101.51702479633765,86,105.48516074176047,99.30649056324594
22,B+,fe7e2f10-673a-4c92-a984-05a25a5c26e2,ERinZin,1096.5386910566917,101.41363314668916,117,103.51294489708405,98.71935392719507
23,B+,4ed7f7a3-c175-45ee-9c61-71e309d97a3a,kitakuyasan,1096.035410844229,101.40608268840107,181,104.00351176128335,98.91952752373791
24,B+,3355e2e2-dde1-49ab-a1ea-feb3a943b54e,Haduki827,1081.6489461059955,101.19106069083014,137,106.30926913095323,98.16006561637415
25,B+,df9bfd57-bff7-44fa-937e-3495e6fdb183,xylophin,1078.4311052899013,101.14318029418334,124,104.26565741381013,98.09959790145042
26,B+,351abfb1-471b-43f7-ad47-909c76077542,koburei,1065.3376219215422,100.94915645816873,103,103.6964942801599,99.20232872678889
