overall_rank,tier,published_rating,raw_performance_index,player_uuid,player_name,best30_position,weight,course_name,time_ms,course_record_time_ms,course_score,weighted_score
4,SS,1161.2989881808476,99.77545714158666,5992da11-a4fe-4140-91ec-aa08ba24810b,Hopping_babaa,23,0.6369292146751835,Bloom Seeker,64799,64399,99.38270652324881,63.2997492181471
4,SS,1161.2989881808476,99.77545714158666,5992da11-a4fe-4140-91ec-aa08ba24810b,Hopping_babaa,24,0.6122492712239734,Canyon Path,308350,306165,99.29138965461327,60.791080954852546
4,SS,1161.2989881808476,99.77545714158666,5992da11-a4fe-4140-91ec-aa08ba24810b,Hopping_babaa,25,0.5890528091717714,柵くぐり,45805,45450,99.22497543936251,58.44875052255651
4,SS,1161.2989881808476,99.77545714158666,5992da11-a4fe-4140-91ec-aa08ba24810b,Hopping_babaa,26,0.5675490859249971,SiLenT,63653,63098,99.12808508632743,56.26005408024047
4,SS,1161.2989881808476,99.77545714158666,5992da11-a4fe-4140-91ec-aa08ba24810b,Hopping_babaa,27,0.5478677799498479,帰路の森,54552,54048,99.076110866696,54.28060890660174
4,SS,1161.2989881808476,99.77545714158666,5992da11-a4fe-4140-91ec-aa08ba24810b,Hopping_babaa,28,0.5300640803119637,DIVE into SUMMER!!!!!,84349,83548,99.05037404118602,52.50304542069727
4,SS,1161.2989881808476,99.77545714158666,5992da11-a4fe-4140-91ec-aa08ba24810b,Hopping_babaa,29,0.5141286004366663,Harmonics,20303,20101,99.00507314190021,50.901339690574936
4,SS,1161.2989881808476,99.77545714158666,5992da11-a4fe-4140-91ec-aa08ba24810b,Hopping_babaa,30,0.5,Fantasia,75302,74467,98.89113170964914,49.44556585482457
5,SS,1155.0414301613519,99.73073727823191,f98a08ef-70d1-4082-b1b9-b4b7fbbaf04e,cresc28,1,1.0,Dig Mirage,74899,74899,100.0,100.0
5,SS,1155.0414301613519,99.73073727823191,f98a08ef-70d1-4082-b1b9-b4b7fbbaf04e,cresc28,2,0.9963630607032357,Elementary_course,93849,93849,100.0,99.63630607032357
5,SS,1155.0414301613519,99.73073727823191,f98a08ef-70d1-4082-b1b9-b4b7fbbaf04e,cresc28,3,0.9920678114569819,Imagination,86147,86147,100.0,99.20678114569819
5,SS,1155.0414301613519,99.73073727823191,f98a08ef-70d1-4082-b1b9-b4b7fbbaf04e,cresc28,4,0.9870080960663405,LonelySomedayMemory,78749,78749,100.0,98.70080960663405
5,SS,1155.0414301613519,99.73073727823191,f98a08ef-70d1-4082-b1b9-b4b7fbbaf04e,cresc28,5,0.9810658431770052,Mystique,321109,321109,100.0,98.10658431770052
5,SS,1155.0414301613519,99.73073727823191,f98a08ef-70d1-4082-b1b9-b4b7fbbaf04e,cresc28,6,0.9741118391212371,Neotech Android,109300,109300,100.0,97.4111839121237
5,SS,1155.0414301613519,99.73073727823191,f98a08ef-70d1-4082-b1b9-b4b7fbbaf04e,cresc28,7,0.9660075366110973,Spooky,63600,63600,100.0,96.60075366110974
5,SS,1155.0414301613519,99.73073727823191,f98a08ef-70d1-4082-b1b9-b4b7fbbaf04e,cresc28,8,0.956608232494571,Stare,91649,91649,100.0,95.66082324945711
5,SS,1155.0414301613519,99.73073727823191,f98a08ef-70d1-4082-b1b9-b4b7fbbaf04e,cresc28,9,0.9457679553216021,daydream planet,66498,66498,100.0,94.5767955321602
5,SS,1155.0414301613519,99.73073727823191,f98a08ef-70d1-4082-b1b9-b4b7fbbaf04e,cresc28,10,0.9333463551636094,ジャングルジム-シラカバ-,25500,25500,100.0,93.33463551636095
5,SS,1155.0414301613519,99.73073727823191,f98a08ef-70d1-4082-b1b9-b4b7fbbaf04e,cresc28,11,0.9192177547269431,元祖NORMAL,60199,60199,100.0,91.9217754726943
5,SS,1155.0414301613519,99.73073727823191,f98a08ef-70d1-4082-b1b9-b4b7fbbaf04e,cresc28,12,0.9032822748516456,帰路の森,54048,54048,100.0,90.32822748516456
5,SS,1155.0414301613519,99.73073727823191,f98a08ef-70d1-4082-b1b9-b4b7fbbaf04e,cresc28,13,0.8854785752137614,Tasty sweets 2,82499,82451,99.94181747657548,88.49633814343186
5,SS,1155.0414301613519,99.73073727823191,f98a08ef-70d1-4082-b1b9-b4b7fbbaf04e,cresc28,14,0.8657972692386122,Annus novus,91446,91306,99.84690418388995,86.44717698434128
5,SS,1155.0414301613519,99.73073727823191,f98a08ef-70d1-4082-b1b9-b4b7fbbaf04e,cresc28,15,0.8442935459918379,Winter World,58548,58454,99.83944797431168,84.29380156009923
5,SS,1155.0414301613519,99.73073727823191,f98a08ef-70d1-4082-b1b9-b4b7fbbaf04e,cresc28,16,0.8210970839396359,runner_clay,105270,104938,99.68462049966752,81.85075120590625
5,SS,1155.0414301613519,99.73073727823191,f98a08ef-70d1-4082-b1b9-b4b7fbbaf04e,cresc28,17,0.7964171404884258,Atlantis,75549,75299,99.66908893565765,79.37817080522306
5,SS,1155.0414301613519,99.73073727823191,f98a08ef-70d1-4082-b1b9-b4b7fbbaf04e,cresc28,18,0.7705409177592077,DIVE into SUMMER!!!!!,83849,83548,99.6410213598254,76.77748404506468
5,SS,1155.0414301613519,99.73073727823191,f98a08ef-70d1-4082-b1b9-b4b7fbbaf04e,cresc28,19,0.7438240393154395,Variety_Parkour_3,107599,107187,99.61709681316741,74.09759133644738
5,SS,1155.0414301613519,99.73073727823191,f98a08ef-70d1-4082-b1b9-b4b7fbbaf04e,cresc28,20,0.7166731775818047,EXーLabyrinth,68596,68307,99.57869263513908,71.36537807026697
5,SS,1155.0414301613519,99.73073727823191,f98a08ef-70d1-4082-b1b9-b4b7fbbaf04e,cresc28,21,0.6895223158481698,Variety_Parkour_2,128800,128198,99.53260869565217,68.62995485023578
5,SS,1155.0414301613519,99.73073727823191,f98a08ef-70d1-4082-b1b9-b4b7fbbaf04e,cresc28,22,0.6628054374044016,ぴょんぴょんアスレ EASY,9247,9199,99.48091272845247,65.93648987437103
5,SS,1155.0414301613519,99.73073727823191,f98a08ef-70d1-4082-b1b9-b4b7fbbaf04e,cresc28,23,0.6369292146751835,Laberinto de Garrulus,75549,75151,99.47318958556698,63.35738052397082
5,SS,1155.0414301613519,99.73073727823191,f98a08ef-70d1-4082-b1b9-b4b7fbbaf04e,cresc28,24,0.6122492712239734,ジャングルジム-マツ-,24762,24604,99.36192553105565,60.83426649379954
5,SS,1155.0414301613519,99.73073727823191,f98a08ef-70d1-4082-b1b9-b4b7fbbaf04e,cresc28,25,0.5890528091717714,Bornament,76398,75702,99.0889813869473,58.368642843950674
5,SS,1155.0414301613519,99.73073727823191,f98a08ef-70d1-4082-b1b9-b4b7fbbaf04e,cresc28,26,0.5675490859249971,Harmonics,20298,20101,99.02946103064342,56.20408008758679
5,SS,1155.0414301613519,99.73073727823191,f98a08ef-70d1-4082-b1b9-b4b7fbbaf04e,cresc28,27,0.5478677799498479,Victors,97599,96650,99.02765397186447,54.25406093520713
